Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
RIG-I-like receptor signaling pathway	4/70	2.8059102879129766E-5	2.1426951289517276E-4	0	0	26.197628458498023	274.5825167346738	CXCL10;IL12B;IL12A;NFKB1
Pertussis	4/76	3.88316462511635E-5	2.836398508780638E-4	0	0	24.007246376811594	243.82419664570162	NOS2;IL12B;IL12A;NFKB1
Hepatitis C	5/157	4.4554251379025696E-5	3.1187975965317987E-4	0	0	14.472222222222221	144.9943431158942	CXCL10;PIK3CD;TYK2;NFKB1;TNFRSF1A
Hepatitis B	5/162	5.1733111867740326E-5	3.47646511751215E-4	0	0	14.007784854918613	138.24860722179173	TGFB1;STAT4;PIK3CD;TYK2;NFKB1
Allograft rejection	3/38	1.1660554961914327E-4	7.363669003731724E-4	0	0	36.319148936170215	328.93213337279053	CD80;IL12B;IL12A
Kaposi sarcoma-associated herpesvirus infection	5/193	1.18344680417117E-4	7.363669003731724E-4	0	0	11.67966903073286	105.60650652212237	PIK3CD;TYK2;HIF1A;NFKB1;TNFRSF1A
Epstein-Barr virus infection	5/202	1.4649395928495722E-4	8.789637557097433E-4	0	0	11.141003948110548	98.35864707628659	CXCL10;PIK3CD;TYK2;NFKB1;NFKB2
HIF-1 signaling pathway	4/109	1.5848493118390697E-4	9.181196013412541E-4	0	0	16.434782608695652	143.80189971009636	NOS2;PIK3CD;HIF1A;NFKB1
Type I diabetes mellitus	3/43	1.690886138794749E-4	9.468962377250593E-4	0	0	31.77127659574468	275.93632160450045	CD80;IL12B;IL12A
TNF signaling pathway	4/112	1.7596171244768462E-4	9.535989577810005E-4	0	0	15.97584541062802	138.1150837500777	CXCL10;PIK3CD;NFKB1;TNFRSF1A
Human T-cell leukemia virus 1 infection	5/219	2.133819652192262E-4	0.0011202553174009375	0	0	10.247144340602285	86.61323677466518	TGFB1;PIK3CD;NFKB1;TNFRSF1A;NFKB2
Relaxin signaling pathway	4/129	3.0233842173203154E-4	0.001539177419726706	0	0	13.791304347826086	111.76422796561604	TGFB1;NOS2;PIK3CD;NFKB1
Fluid shear stress and atherosclerosis	4/139	4.015254683124459E-4	0.00198400819636738	0	0	12.76328502415459	99.81194689133622	PIK3CD;NFKB1;TNFRSF1A;NFE2L2
Non-alcoholic fatty liver disease	4/155	6.05645352340058E-4	0.0029070976912322784	0	0	11.401670025914195	84.47743564487912	TGFB1;PIK3CD;NFKB1;TNFRSF1A
Renal cell carcinoma	3/69	6.858216610371124E-4	0.003200501084839858	0	0	19.230174081237912	140.08975927188362	TGFB1;PIK3CD;HIF1A
Chronic myeloid leukemia	3/76	9.089746531003115E-4	0.0040186247821276935	0	0	17.38006412124745	121.71594945135638	TGFB1;PIK3CD;NFKB1
Pancreatic cancer	3/76	9.089746531003115E-4	0.0040186247821276935	0	0	17.38006412124745	121.71594945135638	TGFB1;PIK3CD;NFKB1
B cell receptor signaling pathway	3/81	0.0010935526678219588	0.004710688415233053	0	0	16.261865793780686	110.87866258284605	PIK3CD;LILRB5;NFKB1
PD-L1 expression and PD-1 checkpoint pathway in cancer	3/89	0.0014352931477222535	0.005928748451353825	0	0	14.743196437407224	96.51465720793364	PIK3CD;HIF1A;NFKB1
Herpes simplex virus 1 infection	6/498	0.0014521020034628908	0.005928748451353825	0	0	5.393015521064301	35.241971043897124	PIK3CD;IL12B;IL12A;TYK2;NFKB1;TNFRSF1A
Bile secretion	3/90	0.0014821871128384563	0.005928748451353825	0	0	14.573000733675716	94.93197333904209	ABCC2;ABCB4;SLC4A2
Small cell lung cancer	3/92	0.0015788398918981138	0.006168490740439142	0	0	14.244083193879991	91.88950579800434	NOS2;PIK3CD;NFKB1
Proteoglycans in cancer	4/205	0.0017074182405749426	0.006519233282195236	0	0	8.54380272550292	54.447714046538756	TGFB1;PIK3CD;IL12B;HIF1A
AGE-RAGE signaling pathway in diabetic complications	3/100	0.0020046761378758565	0.007484124248069864	0	0	13.064049133581927	81.15743654844592	TGFB1;PIK3CD;NFKB1
Longevity regulating pathway	3/102	0.002121212982648662	0.007747038719238591	0	0	12.798839458413926	78.78667603753651	CAMK4;PIK3CD;NFKB1
NF-kappa B signaling pathway	3/104	0.0022418858798504493	0.008013549527976074	0	0	12.544133136717926	76.5247046664134	NFKB1;TNFRSF1A;NFKB2
Insulin resistance	3/108	0.0024958414919694924	0.008735445221893224	0	0	12.063829787234043	72.30009219407567	PIK3CD;NFKB1;TNFRSF1A
Sphingolipid signaling pathway	3/119	0.0032837193495461473	0.011033297014475054	0	0	10.913793103448276	62.413565909911824	PIK3CD;NFKB1;TNFRSF1A
Neurotrophin signaling pathway	3/119	0.0032837193495461473	0.011033297014475054	0	0	10.913793103448276	62.413565909911824	CAMK4;PIK3CD;NFKB1
African trypanosomiasis	2/37	0.0038576315924392225	0.012707492304505673	0	0	23.708333333333332	131.76384828572083	IL12B;IL12A
FoxO signaling pathway	3/131	0.004299845025739212	0.013891807006234378	0	0	9.884640957446809	53.86315121420032	TGFB1;PIK3CD;IL7R
Graft-versus-host disease	2/42	0.0049475924537835565	0.01568293457048373	0	0	20.739583333333332	110.1034239545967	CD80;KLRD1
Apoptosis	3/142	0.00538205391237852	0.016744167727399843	0	0	9.097351905709475	47.53079994795231	PIK3CD;NFKB1;TNFRSF1A
ABC transporters	2/45	0.0056617913266769635	0.017294198961486	0	0	19.289728682170544	99.80534454493326	ABCC2;ABCB4
MAPK signaling pathway	4/294	0.006196027703171174	0.01858808310951352	0	0	5.895052473763118	29.969544157417683	TGFB1;NFKB1;TNFRSF1A;NFKB2
Intestinal immune network for IgA production	2/48	0.0064203200925442745	0.0189230486938147	0	0	18.028985507246375	91.01549863791358	TGFB1;CD80
Cholesterol metabolism	2/50	0.006950299465156898	0.01953664103328754	0	0	17.276041666666668	85.84414194819459	APOH;APOC3
Malaria	2/50	0.006950299465156898	0.01953664103328754	0	0	17.276041666666668	85.84414194819459	TGFB1;IL12A
Cellular senescence	3/156	0.0069773717976026935	0.01953664103328754	0	0	8.259073842302879	41.00698685273265	TGFB1;PIK3CD;NFKB1
Necroptosis	3/159	0.00735189816081036	0.020247850672395745	0	0	8.099018003273322	39.78882929168961	STAT4;TYK2;TNFRSF1A
Hepatocellular carcinoma	3/168	0.008546246482462378	0.02315757111376902	0	0	7.653771760154739	36.4492748316928	TGFB1;PIK3CD;NFE2L2
Human papillomavirus infection	4/331	0.009328669468063376	0.024876451914835666	0	0	5.218189070602314	24.39327476073492	PIK3CD;TYK2;NFKB1;TNFRSF1A
NOD-like receptor signaling pathway	3/181	0.010462303952461168	0.027463547875210565	0	0	7.090126703322974	32.33081172672363	GBP5;TYK2;NFKB1
Cytosolic DNA-sensing pathway	2/63	0.010854501389380216	0.028054711283321175	0	0	13.585382513661202	61.44906812714711	CXCL10;NFKB1
Neutrophil extracellular trap formation	3/189	0.011755691339677188	0.029923577955541934	0	0	6.782429649965683	30.13716854116709	FGB;PIK3CD;NFKB1
Acute myeloid leukemia	2/67	0.012210781302115073	0.030618078488885557	0	0	12.746794871794872	56.15518906635068	PIK3CD;NFKB1
Adipocytokine signaling pathway	2/69	0.012915373039423325	0.03140937597600071	0	0	12.365049751243781	53.77976800231812	NFKB1;TNFRSF1A
Central carbon metabolism in cancer	2/70	0.013274200561286012	0.03140937597600071	0	0	12.182598039215685	52.65237170003471	PIK3CD;HIF1A
Epithelial cell signaling in Helicobacter pylori infection	2/70	0.013274200561286012	0.03140937597600071	0	0	12.182598039215685	52.65237170003471	CSK;NFKB1
Prolactin signaling pathway	2/70	0.013274200561286012	0.03140937597600071	0	0	12.182598039215685	52.65237170003471	PIK3CD;NFKB1
Alzheimer disease	4/369	0.01347356762966366	0.03143832446921521	0	0	4.665872543180464	20.096031865485916	NOS2;PIK3CD;NFKB1;TNFRSF1A
Viral carcinogenesis	3/203	0.014232378783234469	0.03231134642680258	0	0	6.303191489361702	26.802655963713278	PIK3CD;NFKB1;NFKB2
Diabetic cardiomyopathy	3/203	0.014232378783234469	0.03231134642680258	0	0	6.303191489361702	26.802655963713278	TGFB1;PIK3CD;NFKB1
Glioma	2/75	0.015132735762129949	0.03389732810717109	0	0	11.345319634703197	47.54704276850611	CAMK4;PIK3CD
Human immunodeficiency virus 1 infection	3/212	0.015969630257828295	0.03530128793835729	0	0	6.029013539651838	24.942429757967023	PIK3CD;NFKB1;TNFRSF1A
cAMP signaling pathway	3/216	0.01677850105727143	0.036607638670410385	0	0	5.914593946658676	24.176830822166	CAMK4;PIK3CD;NFKB1
Human cytomegalovirus infection	3/225	0.018681598748238135	0.04023728961158983	0	0	5.672225416906268	22.576683856024196	PIK3CD;NFKB1;TNFRSF1A
Colorectal cancer	2/86	0.019588053045278837	0.04165560647603601	0	0	9.854166666666666	38.754815869716495	TGFB1;PIK3CD
Rheumatoid arthritis	2/93	0.022674995409076425	0.047617490359060495	0	0	9.092948717948717	34.43038199107018	TGFB1;CD80
IL-17 signaling pathway	2/94	0.023131423352716708	0.04797628547230132	0	0	8.993659420289855	33.87518721331595	CXCL10;NFKB1
Shigellosis	3/246	0.023572132192873366	0.04829412449271617	0	0	5.1765169424743895	19.399981318373513	PIK3CD;NFKB1;TNFRSF1A
Salmonella infection	3/249	0.02432234530488415	0.049046791392604136	0	0	5.112610275038921	19.00029925474201	PIK3CD;NFKB1;TNFRSF1A
Prostate cancer	2/97	0.024523395696302068	0.049046791392604136	0	0	8.708333333333334	32.29161197321332	PIK3CD;NFKB1
Choline metabolism in cancer	2/98	0.02499487952283687	0.0494016442333717	0	0	8.6171875	31.789531066243494	PIK3CD;HIF1A
T cell receptor signaling pathway	2/104	0.0279010087799889	0.05450429622137366	0	0	8.107843137254902	29.018720027145317	PIK3CD;NFKB1
Cholinergic synapse	2/113	0.03250109931246501	0.06276074349993244	0	0	7.447072072072072	25.517253680402074	CAMK4;PIK3CD
Thyroid hormone signaling pathway	2/121	0.0368223679095263	0.07029724782727749	0	0	6.943627450980392	22.92542614889691	PIK3CD;HIF1A
Platelet activation	2/124	0.03849707242876802	0.07266863110149469	0	0	6.771857923497268	22.05711333941876	FGB;PIK3CD
Natural killer cell mediated cytotoxicity	2/131	0.04251576774636915	0.07936276645988909	0	0	6.4021317829457365	20.217165618082923	PIK3CD;KLRD1
Apelin signaling pathway	2/137	0.046080253337353536	0.08324174796425154	0	0	6.1157407407407405	18.820401760879264	NOS2;CAMK4
Autophagy	2/137	0.046080253337353536	0.08324174796425154	0	0	6.1157407407407405	18.820401760879264	PIK3CD;HIF1A
Yersinia infection	2/137	0.046080253337353536	0.08324174796425154	0	0	6.1157407407407405	18.820401760879264	PIK3CD;NFKB1
Breast cancer	2/147	0.05225590275475163	0.09339352832764121	0	0	5.691091954022989	16.797840801779476	PIK3CD;NFKB2
Gastric cancer	2/149	0.053524987621642296	0.09381259754869586	0	0	5.613095238095238	16.432935090777736	TGFB1;PIK3CD
Arginine biosynthesis	1/22	0.05360719859925478	0.09381259754869586	0	0	19.367346938775512	56.67024999786951	NOS2
mTOR signaling pathway	2/154	0.0567455048100272	0.0982808743101502	0	0	5.427083333333333	15.571272642043727	PIK3CD;TNFRSF1A
PI3K-Akt signaling pathway	3/354	0.05856469776358275	0.10039662473757043	0	0	3.5641025641025643	10.113580091620108	PIK3CD;IL7R;NFKB1
Pathogenic Escherichia coli infection	2/197	0.08698049185623569	0.14760325890755147	0	0	4.221153846153846	10.308359154488748	NFKB1;TNFRSF1A
Aldosterone-regulated sodium reabsorption	1/37	0.08853222789026767	0.14873414285564968	0	0	11.289115646258503	27.36920368672352	PIK3CD
Primary immunodeficiency	1/38	0.09081511663134849	0.151058807862045	0	0	10.983452840595698	26.34852930034076	IL7R
Type II diabetes mellitus	1/46	0.10887762220856746	0.17932784834352286	0	0	9.02721088435374	20.018117808730278	PIK3CD
Carbohydrate digestion and absorption	1/47	0.11111056030365549	0.18122887505838953	0	0	8.830523513753327	19.402687070536402	PIK3CD
Ras signaling pathway	2/232	0.11438014460998691	0.18315169656355124	0	0	3.572463768115942	7.745915171502187	PIK3CD;NFKB1
Pathways of neurodegeneration	3/475	0.11546265761136379	0.18315169656355124	0	0	2.6340605842048324	5.686431356735092	NOS2;NFKB1;TNFRSF1A
Cocaine addiction	1/49	0.11555999902224065	0.18315169656355124	0	0	8.46173469387755	18.260130793597916	NFKB1
Arginine and proline metabolism	1/50	0.1177765260040411	0.1849201529783075	0	0	8.28862973760933	17.7290996615035	NOS2
Chemical carcinogenesis	2/239	0.12010318686503207	0.18638236924137355	0	0	3.465717299578059	7.345255160108276	PIK3CD;NFKB1
Calcium signaling pathway	2/240	0.12092665623398641	0.18638236924137355	0	0	3.450980392156863	7.290441318878535	NOS2;CAMK4
Autoimmune thyroid disease	1/53	0.12439349491287167	0.18998279223056766	0	0	7.8092621664050235	16.276887238960814	CD80
Regulation of lipolysis in adipocytes	1/55	0.12877776139221664	0.19490688210713872	0	0	7.519274376417234	15.412009607623004	PIK3CD
Endometrial cancer	1/58	0.13531385173981347	0.2029707776097202	0	0	7.122448979591836	14.246025949065045	PIK3CD
VEGF signaling pathway	1/59	0.1374818510452552	0.20439779624427323	0	0	6.9992962702322306	13.8884471557023	PIK3CD
Viral myocarditis	1/60	0.13964452305344063	0.20579192871033355	0	0	6.88031822898651	13.544974303558986	CD80
GnRH secretion	1/64	0.14824219418025958	0.21656250975898791	0	0	6.442176870748299	12.297522293260638	PIK3CD
Long-term potentiation	1/67	0.15463513630999146	0.2231775342843236	0	0	6.148423005565863	11.477180657220888	CAMK4
Fc epsilon RI signaling pathway	1/68	0.15675564908065587	0.2231775342843236	0	0	6.0563508985683825	11.222824361971771	PIK3CD
Mitophagy	1/68	0.15675564908065587	0.2231775342843236	0	0	6.0563508985683825	11.222824361971771	HIF1A
Amphetamine addiction	1/69	0.15887094888113906	0.22428839842043163	0	0	5.966986794717887	10.977245117600177	CAMK4
Melanoma	1/72	0.16518569591012358	0.22848036758286785	0	0	5.713998275366484	10.289111031016239	PIK3CD
Non-small cell lung cancer	1/72	0.16518569591012358	0.22848036758286785	0	0	5.713998275366484	10.289111031016239	PIK3CD
p53 signaling pathway	1/73	0.1672802691231711	0.22848036758286785	0	0	5.634353741496598	10.074701240888364	SIAH1
Inositol phosphate metabolism	1/73	0.1672802691231711	0.22848036758286785	0	0	5.634353741496598	10.074701240888364	PIK3CD
PPAR signaling pathway	1/74	0.16936969182663447	0.2294686147328596	0	0	5.556891249650545	9.867213018330611	APOC3
Thyroid hormone synthesis	1/75	0.1714539764404576	0.23043414433597503	0	0	5.4815223386651954	9.666337985731483	ALB
Gastric acid secretion	1/76	0.17353313536390655	0.23137751381854205	0	0	5.408163265306122	9.4717853003048	SLC4A2
Bacterial invasion of epithelial cells	1/77	0.1756071809118701	0.23229926293853687	0	0	5.336734693877551	9.283280446293812	PIK3CD
Antigen processing and presentation	1/78	0.17767612543797884	0.23319991463734724	0	0	5.267161410018553	9.10056411919043	KLRD1
MicroRNAs in cancer	2/310	0.181502535739734	0.23637539538197916	0	0	2.6571969696969697	4.53446850958879	PIK3CD;NFKB1
Peroxisome	1/82	0.1859011384602527	0.24024147124094195	0	0	5.00604686318972	8.422875391899517	NOS2
Complement and coagulation cascades	1/85	0.19201693664513086	0.2443851920938029	0	0	4.826530612244898	7.964604221414354	FGB
ErbB signaling pathway	1/85	0.19201693664513086	0.2443851920938029	0	0	4.826530612244898	7.964604221414354	PIK3CD
Hypertrophic cardiomyopathy	1/90	0.20211002319239676	0.2552968714009222	0	0	4.55423068103646	7.281955543769811	TGFB1
Salivary secretion	1/93	0.2081064570390282	0.2609095879295279	0	0	4.40505767524401	6.914643337844717	SLC4A2
TGF-beta signaling pathway	1/94	0.2100954368002021	0.2614520991291404	0	0	4.357472021066491	6.79849904676328	TGFB1
Dilated cardiomyopathy	1/96	0.2140587201245348	0.2616030164980845	0	0	4.26530612244898	6.5749903239841245	TGFB1
Fc gamma R-mediated phagocytosis	1/97	0.2160330472811356	0.2616030164980845	0	0	4.220663265306122	6.46742313757927	PIK3CD
Phosphatidylinositol signaling system	1/97	0.2160330472811356	0.2616030164980845	0	0	4.220663265306122	6.46742313757927	PIK3CD
Aldosterone synthesis and secretion	1/98	0.21800251374840374	0.2616030164980845	0	0	4.176940879444562	6.362519703204576	CAMK4
Inflammatory mediator regulation of TRP channels	1/98	0.21800251374840374	0.2616030164980845	0	0	4.176940879444562	6.362519703204576	PIK3CD
Hematopoietic cell lineage	1/99	0.2199671313012003	0.26208849686951524	0	0	4.134110787172012	6.26018948804807	IL7R
Progesterone-mediated oocyte maturation	1/100	0.22192691156038513	0.2625614164939768	0	0	4.092145949288806	6.1603458876211565	PIK3CD
Pancreatic secretion	1/102	0.2258320069783284	0.2653131270794348	0	0	4.010709234188725	5.967790506031058	SLC4A2
Amyotrophic lateral sclerosis	2/364	0.23081235350249882	0.26928107908624865	0	0	2.2546040515653774	3.3055882286347833	NOS2;TNFRSF1A
Leukocyte transendothelial migration	1/114	0.24886240785882746	0.2883371346226415	0	0	3.582625970742279	4.982913653406146	PIK3CD
Growth hormone synthesis, secretion and action	1/119	0.25825901303237825	0.2971747547221886	0	0	3.429955032860602	4.6434466139665425	PIK3CD
AMPK signaling pathway	1/120	0.26012446216628154	0.29728509961860744	0	0	3.4009603841536613	4.579716458908873	PIK3CD
Cell cycle	1/124	0.2675403902734135	0.303694497067118	0	0	3.2896963663514187	4.337414433160371	TGFB1
Systemic lupus erythematosus	1/135	0.2875606166970605	0.323920235845965	0	0	3.0179713676515383	3.7613629045399737	CD80
Estrogen signaling pathway	1/137	0.2911425929329805	0.323920235845965	0	0	2.9732893157262907	3.668866926816198	PIK3CD
Insulin signaling pathway	1/137	0.2911425929329805	0.323920235845965	0	0	2.9732893157262907	3.668866926816198	PIK3CD
Ubiquitin mediated proteolysis	1/140	0.2964824884084789	0.3276911713988451	0	0	2.9086771399207163	3.5362740390257685	SIAH1
Signaling pathways regulating pluripotency of stem cells	1/143	0.3017829564686885	0.32921777069311475	0	0	2.8467950560505892	3.410594866305226	PIK3CD
Spinocerebellar ataxia	1/143	0.3017829564686885	0.32921777069311475	0	0	2.8467950560505892	3.410594866305226	PIK3CD
Cell adhesion molecules	1/148	0.3105302270346101	0.3344171675757339	0	0	2.749271137026239	3.215201203875706	CD80
Phospholipase D signaling pathway	1/148	0.3105302270346101	0.3344171675757339	0	0	2.749271137026239	3.215201203875706	PIK3CD
Oxytocin signaling pathway	1/154	0.32088526962227143	0.34336767704803567	0	0	2.640656262505002	3.0015590720273457	CAMK4
Hippo signaling pathway	1/163	0.33613266608727643	0.35740688545988886	0	0	2.492819349962207	2.717794694415788	TGFB1
Wnt signaling pathway	1/166	0.34114018472714763	0.360450006504156	0	0	2.4471243042671613	2.6317886779390967	SIAH1
Protein processing in endoplasmic reticulum	1/171	0.3494039111808349	0.3668741067398767	0	0	2.3745498199279713	2.4969025061029213	NFE2L2
Axon guidance	1/182	0.36722819876446505	0.383194642189007	0	0	2.2289998872477166	2.2329492942532405	PIK3CD
Alcoholism	1/186	0.3735903703808139	0.38742705076528844	0	0	2.1803640375068944	2.146776288649915	CAMK4
Transcriptional misregulation in cancer	1/192	0.38301625183987076	0.3947652166202349	0	0	2.111229832247035	2.02610052252205	NFKB1
Focal adhesion	1/201	0.39689500106482833	0.4065753669444583	0	0	2.0153061224489797	1.8623111638641865	PIK3CD
Rap1 signaling pathway	1/210	0.41046765980788213	0.4179307081680254	0	0	1.927643784786642	1.716486090768287	PIK3CD
Regulation of actin cytoskeleton	1/218	0.4222806321196029	0.4273683505788752	0	0	1.8558262014483213	1.5998802666710514	PIK3CD
Parkinson disease	1/249	0.4659040445720373	0.46869388915031296	0	0	1.6212969058591178	1.2383069829953701	NFE2L2
Prion disease	1/273	0.4974441859988057	0.4974441859988057	0	0	1.4764405762304922	1.0309569924227397	PIK3CD
