Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Natural killer cell mediated cytotoxicity	1/131	0.28034336849839514	0.3840434472375966	0	0	3.111459968602826	3.956968446025251	TNFSF10
FoxO signaling pathway	1/131	0.28034336849839514	0.3840434472375966	0	0	3.111459968602826	3.956968446025251	TNFSF10
Dopaminergic synapse	1/132	0.28215436939905053	0.3840434472375966	0	0	3.087552578283222	3.906683206158155	SCN1A
Estrogen signaling pathway	1/137	0.2911425929329805	0.3855672176680012	0	0	2.9732893157262907	3.668866926816198	POMC
Apoptosis	1/142	0.30002049698269956	0.3868685355829547	0	0	2.8671298306556667	3.4517504575709377	TNFSF10
Cushing syndrome	1/155	0.3225962281219006	0.40351244979864076	0	0	2.6233766233766236	2.9679671260643183	POMC
Necroptosis	1/159	0.32939791820297204	0.40351244979864076	0	0	2.5564453629553086	2.8389038953772054	TNFSF10
Tight junction	1/169	0.34611068164657255	0.4095518292096052	0	0	2.4030612244897958	2.5496399471999527	RAPGEF2
Influenza A	1/172	0.35104442503680444	0.4095518292096052	0	0	2.360544217687075	2.4711180018684864	TNFSF10
Transcriptional misregulation in cancer	1/192	0.38301625183987076	0.4351699526560893	0	0	2.111229832247035	2.02610052252205	LMO2
Pathogenic Escherichia coli infection	1/197	0.3907648554462843	0.4351699526560893	0	0	2.056851311953353	1.9327188803146698	TNFSF10
Rap1 signaling pathway	1/210	0.41046765980788213	0.44695367401302716	0	0	1.927643784786642	1.716486090768287	RAPGEF2
Salmonella infection	1/249	0.4659040445720373	0.4962890909571702	0	0	1.6212969058591178	1.2383069829953701	TNFSF10
MAPK signaling pathway	1/294	0.5235391037893891	0.5458173635251078	0	0	1.3691579020686773	0.8860417115990589	RAPGEF2
Olfactory transduction	1/440	0.6716443233520003	0.6856369134218336	0	0	0.9070243131421133	0.3610195851598624	OR51L1
Herpes simplex virus 1 infection	1/498	0.7170049272413213	0.7170049272413213	0	0	0.7987927565392354	0.2657364363252364	ZNF793
