Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
NF-kappa B signaling pathway	2/104	0.010595391852093367	0.02330986207460541	0	0	13.913165266106443	63.26783872604579	NFKB1;TNFRSF1A
Insulin resistance	2/108	0.01138794860238534	0.024606103230154035	0	0	13.38544474393531	59.90253727027526	NFKB1;TNFRSF1A
Human papillomavirus infection	3/331	0.01310473738950457	0.0278188284935097	0	0	6.653794037940379	28.842743176459503	TYK2;NFKB1;TNFRSF1A
Sphingolipid signaling pathway	2/119	0.013697658666623409	0.02857614997692125	0	0	12.12026862026862	52.00238049873368	NFKB1;TNFRSF1A
FoxO signaling pathway	2/131	0.016429116348176096	0.03369361149371708	0	0	10.986157253599114	45.13882574929996	TGFB1;IL7R
Alzheimer disease	3/369	0.017494316345323863	0.03528020462973645	0	0	5.951426836672739	24.0787542337412	NOS2;NFKB1;TNFRSF1A
Apoptosis	2/142	0.019120312299200925	0.037927176855792	0	0	10.11734693877551	40.03438268908486	NFKB1;TNFRSF1A
Cellular senescence	2/156	0.022794732213180412	0.04448649351281984	0	0	9.191094619666048	34.7536042255875	TGFB1;NFKB1
Hepatocellular carcinoma	2/168	0.026157807067230678	0.05023959770055416	0	0	8.521514629948365	31.049055329541552	TGFB1;NFE2L2
NOD-like receptor signaling pathway	2/181	0.030014385830831856	0.05674594821141648	0	0	7.897446129289705	27.68906595689205	TYK2;NFKB1
Arginine biosynthesis	1/22	0.03250201526892278	0.0605037515006101	0	0	32.756978653530375	112.24025378249362	NOS2
Pathways of neurodegeneration	3/475	0.03362765195318297	0.061650695247502114	0	0	4.589924670433145	15.570890633825456	NOS2;NFKB1;TNFRSF1A
Pathogenic Escherichia coli infection	2/197	0.0350519541056609	0.06330278278783535	0	0	7.243589743589744	24.27271810304722	NFKB1;TNFRSF1A
Diabetic cardiomyopathy	2/203	0.037020646417589724	0.06587497377247582	0	0	7.025230987917555	23.157124963281667	TGFB1;NFKB1
Human immunodeficiency virus 1 infection	2/212	0.040052282579158924	0.07023661147939464	0	0	6.72108843537415	21.625569921688047	NFKB1;TNFRSF1A
Human cytomegalovirus infection	2/225	0.04459256228877601	0.07708142909916997	0	0	6.325112107623318	19.67228903251222	NFKB1;TNFRSF1A
Shigellosis	2/246	0.05230977958026773	0.08914765252411824	0	0	5.774590163934426	17.038343675733206	NFKB1;TNFRSF1A
Salmonella infection	2/249	0.05344919094427219	0.08982433478134631	0	0	5.7035858877964145	16.705938686983604	NFKB1;TNFRSF1A
Primary immunodeficiency	1/38	0.05549603883191679	0.09198658491317714	0	0	18.576887232059647	53.71402231134463	IL7R
Graft-versus-host disease	1/42	0.0611614760831625	0.10000727846030624	0	0	16.761143818334734	46.83462101550951	CD80
Cocaine addiction	1/49	0.07099704156206502	0.11454189372013156	0	0	14.311781609195402	37.85633785017516	NFKB1
Arginine and proline metabolism	1/50	0.0723939657090184	0.11525881382620035	0	0	14.019000703729768	36.80874147674154	NOS2
Autoimmune thyroid disease	1/53	0.07657256603469816	0.12032831805452567	0	0	13.208222811671087	33.938745289872976	CD80
Viral myocarditis	1/60	0.08625199387573851	0.13380116998672256	0	0	11.637054354178844	28.516393460743195	CD80
Acute myeloid leukemia	1/67	0.09583330995635121	0.14391767708148792	0	0	10.399164054336469	24.387547080252187	NFKB1
Mitophagy	1/68	0.09719411637551117	0.14391767708148792	0	0	10.243437982501286	23.87791592101611	HIF1A
PI3K-Akt signaling pathway	2/354	0.09830377799017932	0.14391767708148792	0	0	3.980925324675325	9.234523889819737	IL7R;NFKB1
Central carbon metabolism in cancer	1/70	0.09990979235409078	0.14391767708148792	0	0	9.945527236381809	22.909398431433704	HIF1A
Epithelial cell signaling in Helicobacter pylori infection	1/70	0.09990979235409078	0.14391767708148792	0	0	9.945527236381809	22.909398431433704	NFKB1
Prolactin signaling pathway	1/70	0.09990979235409078	0.14391767708148792	0	0	9.945527236381809	22.909398431433704	NFKB1
Amyotrophic lateral sclerosis	2/364	0.10300765845342483	0.1466344314454636	0	0	3.8689818468823995	8.79400979314804	NOS2;TNFRSF1A
Thyroid hormone synthesis	1/75	0.10666448008193466	0.15007444290597785	0	0	9.271202236719478	20.749572437350395	ALB
Gastric acid secretion	1/76	0.10800952509913052	0.1502201441033884	0	0	9.14712643678161	20.3572579045293	SLC4A2
B cell receptor signaling pathway	1/81	0.11470543902882316	0.15771997866463183	0	0	8.573275862068966	18.564467269525416	NFKB1
Peroxisome	1/82	0.11603877878724199	0.15776058689052	0	0	8.46700723712218	18.236501342427736	NOS2
Colorectal cancer	1/86	0.12135275220631468	0.1631520335218231	0	0	8.066937119675456	17.0136033150249	TGFB1
Hypertrophic cardiomyopathy	1/90	0.12663583920182195	0.16838391805956543	0	0	7.702828361100349	15.917430476118055	TGFB1
Salivary secretion	1/93	0.130577989553445	0.17159649235458868	0	0	7.450524737631184	15.167663594496686	SLC4A2
TGF-beta signaling pathway	1/94	0.13188821313203924	0.17159649235458868	0	0	7.370040786058584	14.930232938854378	TGFB1
Dilated cardiomyopathy	1/96	0.13450293659933887	0.1726567123249727	0	0	7.214156079854809	14.472818068487964	TGFB1
Prostate cancer	1/97	0.135807441882233	0.1726567123249727	0	0	7.1386494252873565	14.2524368267114	NFKB1
Choline metabolism in cancer	1/98	0.13711004640271124	0.1726567123249727	0	0	7.064699608958407	14.037356193959155	HIF1A
Hematopoietic cell lineage	1/99	0.13841075285555662	0.1726567123249727	0	0	6.992258972554539	13.82739870293458	IL7R
Longevity regulating pathway	1/102	0.14230151047491377	0.17392406835822796	0	0	6.7835438716285426	13.226602405790088	NFKB1
Pancreatic secretion	1/102	0.14230151047491377	0.17392406835822796	0	0	6.7835438716285426	13.226602405790088	SLC4A2
T cell receptor signaling pathway	1/104	0.1448859074147043	0.1753119479717922	0	0	6.651155005021761	12.848759048563156	NFKB1
Neurotrophin signaling pathway	1/119	0.16403037337016033	0.1965116354236574	0	0	5.801285797779077	10.487005597367974	NFKB1
Thyroid hormone signaling pathway	1/121	0.166551449837356	0.19757573951294194	0	0	5.704022988505747	10.224181762604308	HIF1A
Cell cycle	1/124	0.17031928931456847	0.20008382531128915	0	0	5.5640594336977856	9.848832720808518	TGFB1
Systemic lupus erythematosus	1/135	0.18399433327201103	0.21085345113523035	0	0	5.104477611940299	8.641116555141592	CD80
Apelin signaling pathway	1/137	0.18645718406173262	0.21085345113523035	0	0	5.028904665314402	8.446315147566118	NOS2
Autophagy	1/137	0.18645718406173262	0.21085345113523035	0	0	5.028904665314402	8.446315147566118	HIF1A
Yersinia infection	1/137	0.18645718406173262	0.21085345113523035	0	0	5.028904665314402	8.446315147566118	NFKB1
Cell adhesion molecules	1/148	0.19987495053362248	0.22322178130455575	0	0	4.650011728829463	7.486813486371484	CD80
Gastric cancer	1/149	0.20108408398509567	0.22322178130455575	0	0	4.618359739049394	7.4079974098596075	TGFB1
mTOR signaling pathway	1/154	0.20710330503717117	0.2278136355408883	0	0	4.466306062654947	7.032366614617934	TNFRSF1A
Hippo signaling pathway	1/163	0.21782760935328782	0.23745171830403447	0	0	4.216262239250745	6.425799996664095	TGFB1
Protein processing in endoplasmic reticulum	1/171	0.22724250341901603	0.24550306172947267	0	0	4.016227180527383	5.9509945613654756	NFE2L2
Neutrophil extracellular trap formation	1/189	0.24802719422198705	0.26558664160053486	0	0	3.628393250183419	5.058767133765583	NFKB1
Transcriptional misregulation in cancer	1/192	0.25143835105253676	0.26687754804699076	0	0	3.570861166275501	4.929778966484762	NFKB1
Viral carcinogenesis	1/203	0.2638184122405329	0.2775828511400389	0	0	3.374530556503926	4.496542545859288	NFKB1
cAMP signaling pathway	1/216	0.27819431969350883	0.29018545416305663	0	0	3.1684041700080194	4.053768512915731	NFKB1
Ras signaling pathway	1/232	0.2955154938047619	0.3056185876100529	0	0	2.9465591879384982	3.5919558655424773	NFKB1
Chemical carcinogenesis	1/239	0.3029665219521898	0.3091343750687166	0	0	2.858881483627934	3.4138846317300957	NFKB1
Calcium signaling pathway	1/240	0.30402471597667174	0.3091343750687166	0	0	2.846775357091329	3.3895024841508117	NOS2
Parkinson disease	1/249	0.3134788398667338	0.3160911635322899	0	0	2.742213570634038	3.1810319580645494	NFE2L2
MicroRNAs in cancer	1/310	0.37436196088314105	0.37436196088314105	0	0	2.1940631625934603	2.1557375738800304	NFKB1
