Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
AGE-RAGE signaling pathway in diabetic complications	5/100	5.007413746042903E-6	6.374664555246688E-5	0	0	23.22222222222222	283.4177242058149	NOS3;IL1B;CASP3;TNF;VEGFA
Type II diabetes mellitus	4/46	5.219023612482669E-6	6.374664555246688E-5	0	0	41.21739130434783	501.3353830213611	INSR;SLC2A4;TNF;INS
Ovarian steroidogenesis	4/51	7.919243262969169E-6	9.027937319784853E-5	0	0	36.82331174838113	432.53453328480714	INSR;IGF1;INS;IGF1R
AMPK signaling pathway	5/120	1.2209087642951818E-5	1.2453270740714258E-4	0	0	19.164251207729468	216.8114980153386	INSR;IGF1;SLC2A4;INS;IGF1R
Legionellosis	4/57	1.2380444596031718E-5	1.2453270740714258E-4	0	0	32.644790812141096	368.8663005138405	CR1;IL1B;CASP3;TNF
FoxO signaling pathway	5/131	1.86764649362969E-5	1.7742641689482054E-4	0	0	17.48148148148148	190.342677568108	INSR;IGF1;SLC2A4;INS;IGF1R
Ras signaling pathway	6/232	2.3687165734740502E-5	2.1252973629241033E-4	0	0	11.901045856798069	126.75300750008579	INSR;IGF2;IGF1;VEGFA;INS;IGF1R
Fluid shear stress and atherosclerosis	5/139	2.4857279098527522E-5	2.1252973629241033E-4	0	0	16.43117744610282	174.20925730543715	NOS3;IL1B;HMOX1;TNF;VEGFA
Pathways in cancer	8/531	4.7119393359988856E-5	3.8368648878848066E-4	0	0	7.075298188108896	70.48996398966403	GSK3B;CASP3;IGF2;HMOX1;IGF1;F2;VEGFA;IGF1R
IL-17 signaling pathway	4/94	8.929816660000783E-5	6.940902949364245E-4	0	0	19.18840579710145	178.9036694469556	GSK3B;IL1B;CASP3;TNF
Aldosterone-regulated sodium reabsorption	3/37	1.0758892051640563E-4	7.999002351437115E-4	0	0	37.3892365456821	341.6326661301949	INSR;IGF1;INS
Longevity regulating pathway	4/102	1.226260480091412E-4	8.737105920651311E-4	0	0	17.614906832298136	158.64638771191477	INSR;IGF1;INS;IGF1R
Focal adhesion	5/201	1.4313556835946712E-4	9.790472875787551E-4	0	0	11.198412698412698	99.12519513215402	GSK3B;RELN;IGF1;VEGFA;IGF1R
Human papillomavirus infection	6/331	1.6899006153799664E-4	0.0010708945545700075	0	0	8.234265734265735	71.52012023084008	GSK3B;RELN;CASP3;PSEN1;TNF;VEGFA
Type I diabetes mellitus	3/43	1.690886138794749E-4	0.0010708945545700075	0	0	31.77127659574468	275.93632160450045	IL1B;TNF;INS
Rap1 signaling pathway	5/210	1.7558484699360582E-4	0.0010723217441395213	0	0	10.70189701897019	92.54345771300899	INSR;IGF1;VEGFA;INS;IGF1R
Lipid and atherosclerosis	5/215	1.958873822022167E-4	0.0011550600812613467	0	0	10.444444444444445	89.17436006445801	GSK3B;NOS3;IL1B;CASP3;TNF
Human cytomegalovirus infection	5/225	2.418296146603864E-4	0.0013784288035642025	0	0	9.964646464646465	82.9783728271654	GSK3B;IL1B;CASP3;TNF;VEGFA
Malaria	3/50	2.6526273964070014E-4	0.0014632234993083783	0	0	27.02987777274785	222.5853605029436	CR1;IL1B;TNF
Insulin signaling pathway	4/137	3.8005762975849497E-4	0.0020309329590219574	0	0	12.956521739130435	102.03504010982898	GSK3B;INSR;SLC2A4;INS
Prion disease	5/273	5.859405361831292E-4	0.003036237323858033	0	0	8.160033167495854	60.72935158282811	GSK3B;ATP5F1A;IL1B;CASP3;TNF
Hepatocellular carcinoma	4/168	8.186773429720742E-4	0.004117465460241903	0	0	10.490986214209968	74.56804705021906	GSK3B;IGF2;HMOX1;IGF1R
Pertussis	3/76	9.089746531003115E-4	0.004440990448004379	0	0	17.38006412124745	121.71594945135638	IL1B;CASP3;TNF
Leishmaniasis	3/77	9.441676964961806E-4	0.004484796558356858	0	0	17.14433582518689	119.41384383677425	CR1;IL1B;TNF
Tuberculosis	4/180	0.0010579811014412581	0.004889588333687977	0	0	9.769762845849803	66.93648290024086	CR1;IL1B;CASP3;TNF
Transcriptional misregulation in cancer	4/192	0.0013426972995517978	0.0060421378479830895	0	0	9.140610545790935	60.44754105675969	PLAU;IGF1;MPO;IGF1R
Pathogenic Escherichia coli infection	4/197	0.0014757641921934672	0.006336349907384401	0	0	8.901554404145077	58.02548851661293	IL1B;CASP3;F2;TNF
Hypertrophic cardiomyopathy	3/90	0.0014821871128384563	0.006336349907384401	0	0	14.573000733675716	94.93197333904209	ACE;IGF1;TNF
Rheumatoid arthritis	3/93	0.0016286129467617961	0.006792507656006516	0	0	14.085106382978724	90.42675735150269	IL1B;TNF;VEGFA
Hematopoietic cell lineage	3/99	0.0019479426217578455	0.00793090924572837	0	0	13.200797872340425	82.3859356912581	CR1;IL1B;TNF
Progesterone-mediated oocyte maturation	3/100	0.0020046761378758565	0.007972084176203988	0	0	13.064049133581927	81.15743654844592	IGF1;INS;IGF1R
Amoebiasis	3/102	0.002121212982648662	0.008060609334064914	0	0	12.798839458413926	78.78667603753651	IL1B;CASP3;TNF
Chagas disease	3/102	0.002121212982648662	0.008060609334064914	0	0	12.798839458413926	78.78667603753651	ACE;IL1B;TNF
NF-kappa B signaling pathway	3/104	0.0022418858798504493	0.008333967075096236	0	0	12.544133136717926	76.5247046664134	PLAU;IL1B;TNF
Coronavirus disease	4/232	0.0026752089635542083	0.009704019048304846	0	0	7.521739130434782	44.556735074481445	ACE;IL1B;F2;TNF
TNF signaling pathway	3/112	0.002766936229061339	0.009704019048304846	0	0	11.618778059730626	68.43477270112554	IL1B;CASP3;TNF
Serotonergic synapse	3/113	0.002837432470264575	0.009704019048304846	0	0	11.512572533849129	67.51957659481218	APP;CYP2D6;CASP3
Cholinergic synapse	3/113	0.002837432470264575	0.009704019048304846	0	0	11.512572533849129	67.51957659481218	CHRNB2;ACHE;CHRNA7
African trypanosomiasis	2/37	0.0038576315924392225	0.012934411809943275	0	0	23.708333333333332	131.76384828572083	IL1B;TNF
Osteoclast differentiation	3/127	0.003942447615787695	0.012964587351917228	0	0	10.205559368565545	56.49750237396662	IL1B;TREM2;TNF
Oocyte meiosis	3/129	0.0041187773755245296	0.013288885494616879	0	0	10.042553191489361	55.15569972379198	IGF1;INS;IGF1R
Nicotine addiction	2/40	0.004496424806807151	0.014238678554889311	0	0	21.833333333333332	117.99765363023795	CHRNB2;CHRNA7
Ferroptosis	2/41	0.004719495169738577	0.014673339527732665	0	0	21.272435897435898	113.93630347986566	TF;HMOX1
Yersinia infection	3/137	0.004871849321860696	0.01484277736135067	0	0	9.439187043505875	50.256890616051635	GSK3B;IL1B;TNF
Graft-versus-host disease	2/42	0.0049475924537835565	0.01484277736135067	0	0	20.739583333333332	110.1034239545967	IL1B;TNF
Measles	3/139	0.005072238171854362	0.014954357368743032	0	0	9.299436795994994	49.137973919606814	GSK3B;IL1B;CASP3
Signaling pathways regulating pluripotency of stem cells	3/143	0.005487804528802497	0.015905331769919102	0	0	9.03191489361702	47.013167330286905	GSK3B;IGF1;IGF1R
Breast cancer	3/147	0.005923308456942808	0.016881429102287	0	0	8.779255319148936	45.02757253551548	GSK3B;IGF1;IGF1R
Phospholipase D signaling pathway	3/148	0.006035329465923697	0.016918710470048396	0	0	8.718268525311812	44.55144049537493	INSR;F2;INS
Hepatitis C	3/157	0.007100915098721521	0.01958478196582871	0	0	8.205029013539653	40.594640455474256	GSK3B;CASP3;TNF
MicroRNAs in cancer	4/310	0.007447180642930774	0.020213776030812102	0	0	5.58226768968457	27.352663732653347	PLAU;CASP3;HMOX1;VEGFA
Regulation of lipolysis in adipocytes	2/55	0.008358830212753155	0.02212017532063434	0	0	15.642295597484276	74.83957451132376	INSR;INS
cGMP-PKG signaling pathway	3/167	0.008408253776849312	0.02212017532063434	0	0	7.700830306175402	36.79873691819302	NOS3;INSR;INS
Influenza A	3/172	0.00911156113502346	0.023607226577106236	0	0	7.471106634772756	35.10083699792174	IL1B;CASP3;TNF
VEGF signaling pathway	2/59	0.009570010787955807	0.024424952906573778	0	0	14.541666666666666	67.6059670933825	NOS3;VEGFA
Long-term depression	2/60	0.009884320404054672	0.02449592447961375	0	0	14.290229885057471	65.97521300057967	IGF1;IGF1R
Mineral absorption	2/60	0.009884320404054672	0.02449592447961375	0	0	14.290229885057471	65.97521300057967	TF;HMOX1
Neuroactive ligand-receptor interaction	4/341	0.01032455338743329	0.025221408989301326	0	0	5.06076635272868	23.1440505140097	CHRNB2;PYY;CHRNA7;F2
Inflammatory bowel disease	2/65	0.011523761866123172	0.02775441238178961	0	0	13.152777777777779	58.70537343689256	IL1B;TNF
Kaposi sarcoma-associated herpesvirus infection	3/193	0.012435473359891428	0.02953424922974214	0	0	6.638297872340425	29.12355460303055	GSK3B;CASP3;VEGFA
Adipocytokine signaling pathway	2/69	0.012915373039423325	0.030253819037553267	0	0	12.365049751243781	53.77976800231812	SLC2A4;TNF
Prolactin signaling pathway	2/70	0.013274200561286012	0.030674166161890653	0	0	12.182598039215685	52.65237170003471	GSK3B;INS
Adherens junction	2/71	0.01363735177477663	0.031093162046490715	0	0	12.005434782608695	51.56265564232933	INSR;IGF1R
Melanoma	2/72	0.014004803729585262	0.031510808391566836	0	0	11.833333333333334	50.50886613536219	IGF1;IGF1R
p53 signaling pathway	2/73	0.014376533555205991	0.031927106986236686	0	0	11.666079812206572	49.48935398933624	CASP3;IGF1
Glioma	2/75	0.015132735762129949	0.0331756130169772	0	0	11.345319634703197	47.54704276850611	IGF1;IGF1R
Colorectal cancer	2/86	0.019588053045278837	0.042399456591679506	0	0	9.854166666666666	38.754815869716495	GSK3B;CASP3
Chemical carcinogenesis	3/239	0.021871797180291763	0.04667751780057844	0	0	5.331950955643707	20.381687899834347	CHRNB2;CHRNA7;VEGFA
Calcium signaling pathway	3/240	0.022110403168695048	0.04667751780057844	0	0	5.3091839482897925	20.237053883333374	NOS3;CHRNA7;VEGFA
Shigellosis	3/246	0.023572132192873366	0.04893083584864929	0	0	5.1765169424743895	19.399981318373513	GSK3B;IL1B;TNF
Dilated cardiomyopathy	2/96	0.024055644471290525	0.04893083584864929	0	0	8.801418439716311	32.80628046281635	IGF1;TNF
Salmonella infection	3/249	0.02432234530488415	0.04893083584864929	0	0	5.112610275038921	19.00029925474201	IL1B;CASP3;TNF
Parkinson disease	3/249	0.02432234530488415	0.04893083584864929	0	0	5.112610275038921	19.00029925474201	ATP5F1A;CASP3;MAPT
Inflammatory mediator regulation of TRP channels	2/98	0.02499487952283687	0.04969912091168726	0	0	8.6171875	31.789531066243494	IL1B;IGF1
T cell receptor signaling pathway	2/104	0.0279010087799889	0.05360755619525957	0	0	8.107843137254902	29.018720027145317	GSK3B;TNF
Toll-like receptor signaling pathway	2/104	0.0279010087799889	0.05360755619525957	0	0	8.107843137254902	29.018720027145317	IL1B;TNF
C-type lectin receptor signaling pathway	2/104	0.0279010087799889	0.05360755619525957	0	0	8.107843137254902	29.018720027145317	IL1B;TNF
Drug metabolism	2/108	0.02991047692165705	0.05682990615114839	0	0	7.800314465408805	27.37556602865933	CYP2D6;MPO
Toxoplasmosis	2/112	0.03197607762407203	0.060086915095783705	0	0	7.515151515151516	25.872917364872013	CASP3;TNF
Sphingolipid signaling pathway	2/119	0.03572213956233325	0.0649838921825424	0	0	7.063034188034188	23.533921331722766	NOS3;TNF
Growth hormone synthesis, secretion and action	2/119	0.03572213956233325	0.0649838921825424	0	0	7.063034188034188	23.533921331722766	GSK3B;IGF1
Neurotrophin signaling pathway	2/119	0.03572213956233325	0.0649838921825424	0	0	7.063034188034188	23.533921331722766	GSK3B;PSEN1
Platelet activation	2/124	0.03849707242876802	0.06929473037178244	0	0	6.771857923497268	22.05711333941876	NOS3;F2
Relaxin signaling pathway	2/129	0.041351953471259945	0.07347121617836005	0	0	6.5036089238845145	20.718128222258283	NOS3;VEGFA
Primary bile acid biosynthesis	1/17	0.04167665479123348	0.07347121617836005	0	0	25.426020408163264	80.79916728086499	CYP46A1
Natural killer cell mediated cytotoxicity	2/131	0.04251576774636915	0.07418567637376658	0	0	6.4021317829457365	20.217165618082923	CASP3;TNF
Autophagy	2/137	0.046080253337353536	0.07959316485542883	0	0	6.1157407407407405	18.820401760879264	INS;IGF1R
One carbon pool by folate	1/20	0.04885254998202776	0.08318421771005265	0	0	21.408163265306122	64.63014669364038	MTHFR
Apoptosis	2/142	0.04913219876441706	0.08318421771005265	0	0	5.895833333333333	17.765564841290935	CASP3;TNF
Arginine biosynthesis	1/22	0.05360719859925478	0.08987089176933889	0	0	19.367346938775512	56.67024999786951	NOS3
Renin-angiotensin system	1/23	0.05597578058787951	0.09293066485948928	0	0	18.4860853432282	53.29235549319145	ACE
Necroptosis	2/159	0.060032623780291075	0.09870748717720935	0	0	5.25291932059448	14.775764118949981	IL1B;TNF
Hepatitis B	2/162	0.062035997186313606	0.10075691558076118	0	0	5.153645833333333	14.327343946785978	CASP3;TNF
Amyotrophic lateral sclerosis	3/364	0.06260581180674998	0.10075691558076118	0	0	3.463605823068309	9.597295555201175	ATP5F1A;CASP3;TNF
Maturity onset diabetes of the young	1/26	0.06304672495404354	0.10075691558076118	0	0	16.26530612244898	44.95534064809558	INS
Wnt signaling pathway	2/166	0.06474252903659296	0.10250900430793884	0	0	5.0269308943089435	13.760403766207606	GSK3B;PSEN1
Asthma	1/31	0.07471646000262763	0.11695671443890042	0	0	13.551020408163266	35.15209038871121	TNF
NOD-like receptor signaling pathway	2/181	0.07523531338174881	0.11695671443890042	0	0	4.602188081936685	11.90647986328784	IL1B;TNF
Axon guidance	2/182	0.07595327125893173	0.11700909356105699	0	0	4.576388888888889	11.79626923326343	GSK3B;EPHA1
Neutrophil extracellular trap formation	2/189	0.08104024470756385	0.12373108790172695	0	0	4.403520499108734	11.065207700859313	CR1;MPO
Epstein-Barr virus infection	2/202	0.09075856660544276	0.13622267494702273	0	0	4.114583333333333	9.87315836367001	CASP3;TNF
Allograft rejection	1/38	0.09081511663134849	0.13622267494702273	0	0	10.983452840595698	26.34852930034076	TNF
Bladder cancer	1/41	0.09763021468476817	0.14514009591207422	0	0	10.158163265306122	23.633660200289185	VEGFA
Human immunodeficiency virus 1 infection	2/212	0.09845760892281058	0.14514009591207422	0	0	3.9166666666666665	9.079339326341122	CASP3;TNF
Porphyrin and chlorophyll metabolism	1/43	0.10214577427941592	0.1492899777929925	0	0	9.673469387755102	22.068611238785657	HMOX1
Regulation of actin cytoskeleton	2/218	0.10316389948082048	0.14950022721373138	0	0	3.806712962962963	8.646706001531626	F2;INS
ABC transporters	1/45	0.10663918735293466	0.15323782384329268	0	0	9.232838589981448	20.665901611884028	ABCA7
Arginine and proline metabolism	1/50	0.1177765260040411	0.1664445119561242	0	0	8.28862973760933	17.7290996615035	NOS3
Cholesterol metabolism	1/50	0.1177765260040411	0.1664445119561242	0	0	8.28862973760933	17.7290996615035	APOE
Herpes simplex virus 1 infection	3/498	0.12804327776642044	0.17947049588572045	0	0	2.508704061895551	5.156357627004285	IL1B;CASP3;TNF
Endocytosis	2/252	0.13091697705292177	0.18060057409899338	0	0	3.283333333333333	6.675646802845627	BIN1;IGF1R
Hedgehog signaling pathway	1/56	0.13096181981447472	0.18060057409899338	0	0	7.382189239332097	15.00687933540933	GSK3B
Endometrial cancer	1/58	0.13531385173981347	0.18510934918006486	0	0	7.122448979591836	14.246025949065045	GSK3B
Notch signaling pathway	1/59	0.1374818510452552	0.18658251213284635	0	0	6.9992962702322306	13.8884471557023	PSEN1
Viral myocarditis	1/60	0.13964452305344063	0.18802530269400275	0	0	6.88031822898651	13.544974303558986	CASP3
Basal cell carcinoma	1/63	0.1461007034145454	0.1936683742936997	0	0	6.54641211323239	12.591756250239605	GSK3B
Cytosolic DNA-sensing pathway	1/63	0.1461007034145454	0.1936683742936997	0	0	6.54641211323239	12.591756250239605	IL1B
Acute myeloid leukemia	1/67	0.15463513630999146	0.2009325493196213	0	0	6.148423005565863	11.477180657220888	MPO
Glycolysis / Gluconeogenesis	1/67	0.15463513630999146	0.2009325493196213	0	0	6.148423005565863	11.477180657220888	GAPDHS
Fc epsilon RI signaling pathway	1/68	0.15675564908065587	0.2009325493196213	0	0	6.0563508985683825	11.222824361971771	TNF
Amphetamine addiction	1/69	0.15887094888113906	0.2009325493196213	0	0	5.966986794717887	10.977245117600177	ARC
Renal cell carcinoma	1/69	0.15887094888113906	0.2009325493196213	0	0	5.966986794717887	10.977245117600177	VEGFA
Renin secretion	1/69	0.15887094888113906	0.2009325493196213	0	0	5.966986794717887	10.977245117600177	ACE
Epithelial cell signaling in Helicobacter pylori infection	1/70	0.16098104828531062	0.2009325493196213	0	0	5.880212954747116	10.740024519792764	CASP3
RIG-I-like receptor signaling pathway	1/70	0.16098104828531062	0.2009325493196213	0	0	5.880212954747116	10.740024519792764	TNF
Cytokine-cytokine receptor interaction	2/295	0.16811632853906308	0.2083180592766651	0	0	2.795364050056883	4.98441114256764	IL1B;TNF
Metabolism of xenobiotics by cytochrome P450	1/76	0.17353313536390655	0.2119583296230573	0	0	5.408163265306122	9.4717853003048	CYP2D6
Pancreatic cancer	1/76	0.17353313536390655	0.2119583296230573	0	0	5.408163265306122	9.4717853003048	VEGFA
Bacterial invasion of epithelial cells	1/77	0.1756071809118701	0.21275270126555218	0	0	5.336734693877551	9.283280446293812	CD2AP
Antigen processing and presentation	1/78	0.17767612543797884	0.21275270126555218	0	0	5.267161410018553	9.10056411919043	TNF
Huntington disease	2/306	0.17791600164312257	0.21275270126555218	0	0	2.6927083333333335	4.648809448291678	ATP5F1A;CASP3
B cell receptor signaling pathway	1/81	0.18385247549919195	0.21832481465529044	0	0	5.0688775510204085	8.584760541358477	GSK3B
ErbB signaling pathway	1/85	0.19201693664513086	0.22644755976770603	0	0	4.826530612244898	7.964604221414354	GSK3B
Insulin secretion	1/86	0.19404551285483848	0.22727248423409166	0	0	4.769507803121249	7.820383303288144	INS
ECM-receptor interaction	1/88	0.19808770290364253	0.23042855235729845	0	0	4.659394792399718	7.5437717166037235	RELN
Small cell lung cancer	1/92	0.20611256943631576	0.2381435768487162	0	0	4.453689167974883	7.03385741012878	CASP3
TGF-beta signaling pathway	1/94	0.2100954368002021	0.24111623954922523	0	0	4.357472021066491	6.79849904676328	TNF
Fc gamma R-mediated phagocytosis	1/97	0.2160330472811356	0.24627767390049454	0	0	4.220663265306122	6.46742313757927	BIN1
Glycerophospholipid metabolism	1/98	0.21800251374840374	0.24687701888064265	0	0	4.176940879444562	6.362519703204576	ACHE
Viral protein interaction with cytokine and cytokine receptor	1/100	0.22192691156038513	0.2496677755054333	0	0	4.092145949288806	6.1603458876211565	TNF
Melanogenesis	1/101	0.22388186624120487	0.25022090932840546	0	0	4.051020408163265	6.062906014187368	GSK3B
Th17 cell differentiation	1/107	0.23551090700841826	0.26150886427558134	0	0	3.8205621871390067	5.524525481436682	IL1B
Thyroid hormone signaling pathway	1/121	0.26198531339212133	0.2890289586455016	0	0	3.372448979591837	4.517283552621874	GSK3B
Cell cycle	1/124	0.2675403902734135	0.29326542779970327	0	0	3.2896963663514187	4.337414433160371	GSK3B
Dopaminergic synapse	1/132	0.28215436939905053	0.3073146316384563	0	0	3.087552578283222	3.906683206158155	GSK3B
Oxidative phosphorylation	1/133	0.28396090387727224	0.30732477571527567	0	0	3.0640074211502784	3.857336278341556	ATP5F1A
Systemic lupus erythematosus	1/135	0.2875606166970605	0.309225983798383	0	0	3.0179713676515383	3.7613629045399737	TNF
Apelin signaling pathway	1/137	0.2911425929329805	0.309225983798383	0	0	2.9732893157262907	3.668866926816198	NOS3
Estrogen signaling pathway	1/137	0.2911425929329805	0.309225983798383	0	0	2.9732893157262907	3.668866926816198	NOS3
Spinocerebellar ataxia	1/143	0.3017829564686885	0.31854867627250455	0	0	2.8467950560505892	3.410594866305226	RELN
Gastric cancer	1/149	0.3122667490151626	0.3275927244269497	0	0	2.7305570876999448	3.1780885451938787	GSK3B
Phagosome	1/152	0.31745063788071526	0.33100036022928236	0	0	2.6759021489390458	3.0704182805545575	MPO
Oxytocin signaling pathway	1/154	0.32088526962227143	0.33231298198099396	0	0	2.640656262505002	3.0015590720273457	NOS3
Cushing syndrome	1/155	0.3225962281219006	0.33231298198099396	0	0	2.6233766233766236	2.9679671260643183	GSK3B
Hippo signaling pathway	1/163	0.33613266608727643	0.34418374790972617	0	0	2.492819349962207	2.717794694415788	GSK3B
Chemokine signaling pathway	1/192	0.38301625183987076	0.3898558277655827	0	0	2.111229832247035	2.02610052252205	GSK3B
Viral carcinogenesis	1/203	0.3999373645428959	0.40467035110553373	0	0	1.9951505354617094	1.8284503867148747	CASP3
Human T-cell leukemia virus 1 infection	1/219	0.42374084404297946	0.42623343724323226	0	0	1.8472196217936716	1.5860841457604238	TNF
Thermogenesis	1/232	0.4423976147030889	0.4423976147030889	0	0	1.7421150278293136	1.420775326637273	ATP5F1A
