Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Prostate cancer	6/97	1.4885773098570034E-7	1.9892805868089044E-6	0	0	29.75874125874126	467.81559066853623	RB1;CCND1;IGF1;ERG;TP53;IGF1R
PI3K-Akt signaling pathway	9/354	2.03604173712887E-7	2.4941511279828657E-6	0	0	12.474019088016966	192.1883104627328	CRTC2;CCND1;CDK4;F2R;IGF2;IGF1;TP53;VEGFA;IGF1R
Kaposi sarcoma-associated herpesvirus infection	7/193	4.914177445682484E-7	5.556800650117886E-6	0	0	17.29782445611403	251.26770103594484	RB1;CCND1;CDK4;FOS;CCR5;TP53;VEGFA
Cell cycle	6/124	6.392463415054622E-7	6.7120865858073524E-6	0	0	22.918335901386747	326.8836736814432	RB1;STAG2;CCND1;CDK4;CDKN2A;TP53
Viral carcinogenesis	7/203	6.905619176458789E-7	6.767506792929614E-6	0	0	16.406976744186046	232.7454376569707	RB1;EGR2;CCND1;CDK4;CDKN2A;CCR5;TP53
Non-small cell lung cancer	5/72	9.80737947351506E-7	9.010529891291963E-6	0	0	32.97346600331675	456.1866010607776	RB1;CCND1;CDK4;CDKN2A;TP53
p53 signaling pathway	5/73	1.0508789438099845E-6	9.087012043533395E-6	0	0	32.48692810457516	447.2112725834527	CCND1;CDK4;CDKN2A;IGF1;TP53
Chronic myeloid leukemia	5/76	1.2853194932735223E-6	1.0496775861733764E-5	0	0	31.109546165884193	421.9855396881322	RB1;CCND1;CDK4;CDKN2A;TP53
MAPK signaling pathway	7/294	8.028992249726572E-6	6.211904530051611E-5	0	0	11.153148043108338	130.85376889012838	NF1;IGF2;FOS;IGF1;TP53;VEGFA;IGF1R
Proteoglycans in cancer	6/205	1.1762332475437218E-5	8.645314369446355E-5	0	0	13.534262220191868	153.62210902879727	CCND1;IGF2;IGF1;TP53;VEGFA;IGF1R
Ras signaling pathway	6/232	2.3687165734740502E-5	1.658101601431835E-4	0	0	11.901045856798069	126.75300750008579	NF1;IGF2;IGF1;VEGFA;PLD2;IGF1R
Cellular senescence	5/156	4.321620497551292E-5	2.8876282415456363E-4	0	0	14.568800588668138	146.4061751721667	RB1;CCND1;CDK4;CDKN2A;TP53
Small cell lung cancer	4/92	8.212184135698631E-5	5.248656817163908E-4	0	0	19.626482213438734	184.6323345485555	RB1;CCND1;CDK4;TP53
AMPK signaling pathway	4/120	2.2934108044480206E-4	0.0014047141177244127	0	0	14.868065967016491	124.59885661717742	CRTC2;CCND1;IGF1;IGF1R
Measles	4/139	4.015254683124459E-4	0.002360969753677182	0	0	12.76328502415459	99.81194689133622	CCND1;CDK4;FOS;TP53
Cushing syndrome	4/155	6.05645352340058E-4	0.0034242256459226356	0	0	11.401670025914195	84.47743564487912	RB1;CCND1;CDK4;CDKN2A
Hepatitis C	4/157	6.355022741194353E-4	0.00345995682576137	0	0	11.251491901108269	82.82329952539243	RB1;CCND1;CDK4;TP53
Hepatitis B	4/162	7.146982745422648E-4	0.00375216594134689	0	0	10.892680242157402	78.90276430338815	RB1;EGR2;FOS;TP53
Colorectal cancer	3/86	0.0013002540770145727	0.006590943080039385	0	0	15.278390156370161	101.52789088565108	CCND1;FOS;TP53
Human papillomavirus infection	5/331	0.001386524782808201	0.006793971435760185	0	0	6.688479890933879	44.01658396803522	RB1;CCND1;CDK4;TP53;VEGFA
Focal adhesion	4/201	0.0015886471428271653	0.007431684564224742	0	0	8.719046568086515	56.19314326541343	CCND1;IGF1;VEGFA;IGF1R
Epstein-Barr virus infection	4/202	0.0016177816738448417	0.007431684564224742	0	0	8.674571805006588	55.74886546020344	RB1;CCND1;CDK4;TP53
Rap1 signaling pathway	4/210	0.0018644048515252163	0.008305076156794145	0	0	8.334318277754326	52.37963511920258	F2R;IGF1;VEGFA;IGF1R
AGE-RAGE signaling pathway in diabetic complications	3/100	0.0020046761378758565	0.008667276243169144	0	0	13.064049133581927	81.15743654844592	CCND1;CDK4;VEGFA
Longevity regulating pathway	3/102	0.002121212982648662	0.008909094527124382	0	0	12.798839458413926	78.78667603753651	IGF1;TP53;IGF1R
HIF-1 signaling pathway	3/109	0.0025619933727431465	0.01046147293870118	0	0	11.949417904456041	71.30181411758254	IGF1;VEGFA;IGF1R
Chemical carcinogenesis	4/239	0.0029770224904620314	0.01182762989453834	0	0	7.295097132284921	42.434351832265	RB1;CCND1;FOS;VEGFA
Endocytosis	4/252	0.003598013122623987	0.013918629711203319	0	0	6.9081346423562415	38.87465379499725	CXCR4;CCR5;PLD2;IGF1R
Thyroid cancer	2/37	0.0038576315924392225	0.014540303694578607	0	0	23.708333333333332	131.76384828572083	CCND1;TP53
FoxO signaling pathway	3/131	0.004299845025739212	0.015801930469591604	0	0	9.884640957446809	53.86315121420032	CCND1;IGF1;IGF1R
Fluid shear stress and atherosclerosis	3/139	0.005072238171854362	0.018185829542990032	0	0	9.299436795994994	49.137973919606814	FOS;TP53;VEGFA
Apoptosis	3/142	0.00538205391237852	0.018837188693324822	0	0	9.097351905709475	47.53079994795231	PARP1;FOS;TP53
Gastric cancer	3/149	0.006148616172386748	0.021019687845136092	0	0	8.658117167006704	44.08304801864367	RB1;CCND1;TP53
Ovarian steroidogenesis	2/51	0.00722250262714212	0.0241297246861339	0	0	16.922619047619047	83.43788300609687	IGF1;IGF1R
MicroRNAs in cancer	4/310	0.007447180642930774	0.024327456766907195	0	0	5.58226768968457	27.352663732653347	CCND1;CDKN2A;TP53;VEGFA
Endometrial cancer	2/58	0.00926028293931899	0.0295926433060846	0	0	14.802083333333334	69.30366021141536	CCND1;TP53
Long-term depression	2/60	0.009884320404054672	0.030914789348851845	0	0	14.290229885057471	65.97521300057967	IGF1;IGF1R
RNA transport	3/186	0.011260366062524252	0.03448487106648052	0	0	6.894663411231252	30.93267398810932	EIF1AY;FUS;EIF4EBP3
Prolactin signaling pathway	2/70	0.013274200561286012	0.03982260168385804	0	0	12.182598039215685	52.65237170003471	CCND1;FOS
Human immunodeficiency virus 1 infection	3/212	0.015969630257828295	0.04695071295801519	0	0	6.029013539651838	24.942429757967023	CXCR4;FOS;CCR5
cAMP signaling pathway	3/216	0.01677850105727143	0.04836156187095882	0	0	5.914593946658676	24.176830822166	F2R;FOS;PLD2
Calcium signaling pathway	3/240	0.022110403168695048	0.06250440895765716	0	0	5.3091839482897925	20.237053883333374	F2R;CXCR4;VEGFA
Rheumatoid arthritis	2/93	0.022674995409076425	0.06289102500253273	0	0	9.092948717948717	34.43038199107018	FOS;VEGFA
Choline metabolism in cancer	2/98	0.02499487952283687	0.0680416164788337	0	0	8.6171875	31.789531066243494	FOS;PLD2
Viral protein interaction with cytokine and cytokine receptor	2/100	0.025948961945953097	0.06811602510812688	0	0	8.44047619047619	30.82144266223132	CXCR4;CCR5
Progesterone-mediated oocyte maturation	2/100	0.025948961945953097	0.06811602510812688	0	0	8.44047619047619	30.82144266223132	IGF1;IGF1R
T cell receptor signaling pathway	2/104	0.0279010087799889	0.07195523316944506	0	0	8.107843137254902	29.018720027145317	CDK4;FOS
Parathyroid hormone synthesis, secretion and action	2/106	0.028898646186160913	0.07324312050630438	0	0	7.951121794871795	28.178461808105727	FOS;PLD2
Leukocyte transendothelial migration	2/114	0.03302953017935412	0.08229391417567891	0	0	7.380208333333333	25.169117576656426	CXCR4;CD99
Sphingolipid signaling pathway	2/119	0.03572213956233325	0.08608450025677028	0	0	7.063034188034188	23.533921331722766	TP53;PLD2
Growth hormone synthesis, secretion and action	2/119	0.03572213956233325	0.08608450025677028	0	0	7.063034188034188	23.533921331722766	FOS;IGF1
Thyroid hormone signaling pathway	2/121	0.0368223679095263	0.08730464649516721	0	0	6.943627450980392	22.92542614889691	CCND1;TP53
Oocyte meiosis	2/129	0.041351953471259945	0.09498026812930019	0	0	6.5036089238845145	20.718128222258283	IGF1;IGF1R
Relaxin signaling pathway	2/129	0.041351953471259945	0.09498026812930019	0	0	6.5036089238845145	20.718128222258283	FOS;VEGFA
Signaling pathways regulating pluripotency of stem cells	2/143	0.04975126914796579	0.11251440868847648	0	0	5.8537234042553195	17.565380826397597	IGF1;IGF1R
Phospholipase D signaling pathway	2/148	0.052889062238365064	0.11779836589454036	0	0	5.651826484018265	16.61387585032132	F2R;PLD2
mTOR signaling pathway	2/154	0.0567455048100272	0.12267042951579409	0	0	5.427083333333333	15.571272642043727	IGF1;IGF1R
Oxytocin signaling pathway	2/154	0.0567455048100272	0.12267042951579409	0	0	5.427083333333333	15.571272642043727	CCND1;FOS
Wnt signaling pathway	2/166	0.06474252903659296	0.1379297357736111	0	0	5.0269308943089435	13.760403766207606	CCND1;TP53
Tight junction	2/169	0.06679838762881467	0.1402766140205108	0	0	4.935878243512974	13.356863312266361	CCND1;CDK4
Base excision repair	1/33	0.0793443657059371	0.16427636279961624	0	0	12.70280612244898	32.18837516559274	PARP1
Chemokine signaling pathway	2/192	0.08325238225198861	0.16997361376447673	0	0	4.333333333333333	10.772140317863167	CXCR4;CCR5
Pathogenic Escherichia coli infection	2/197	0.08698049185623569	0.1751524972995431	0	0	4.221153846153846	10.308359154488748	F2R;FOS
Aldosterone-regulated sodium reabsorption	1/37	0.08853222789026767	0.17586807432255874	0	0	11.289115646258503	27.36920368672352	IGF1
Ferroptosis	1/41	0.09763021468476817	0.1913552207821456	0	0	10.158163265306122	23.633660200289185	TP53
Lipid and atherosclerosis	2/215	0.10080287202747078	0.19497397615839743	0	0	3.8609154929577465	8.859212024810814	FOS;TP53
Regulation of actin cytoskeleton	2/218	0.10316389948082048	0.19694926264520274	0	0	3.806712962962963	8.646706001531626	F2R;CXCR4
Intestinal immune network for IgA production	1/48	0.11333801483691312	0.21234149820336717	0	0	8.642205818497612	18.81737166641443	CXCR4
Thermogenesis	2/232	0.11438014460998691	0.21234149820336717	0	0	3.572463768115942	7.745915171502187	MGLL;SMARCA4
Ether lipid metabolism	1/49	0.11555999902224065	0.21234149820336717	0	0	8.46173469387755	18.260130793597916	PLD2
Regulation of lipolysis in adipocytes	1/55	0.12877776139221664	0.23370778919328206	0	0	7.519274376417234	15.412009607623004	MGLL
Hedgehog signaling pathway	1/56	0.13096181981447472	0.2347730184478998	0	0	7.382189239332097	15.00687933540933	CCND1
VEGF signaling pathway	1/59	0.1374818510452552	0.2434919530560544	0	0	6.9992962702322306	13.8884471557023	VEGFA
Viral myocarditis	1/60	0.13964452305344063	0.2443779153435211	0	0	6.88031822898651	13.544974303558986	CCND1
Glycerolipid metabolism	1/61	0.1418018805927374	0.24523384055449882	0	0	6.76530612244898	13.214837540593157	MGLL
Basal cell carcinoma	1/63	0.1461007034145454	0.24973027211556015	0	0	6.54641211323239	12.591756250239605	TP53
Acute myeloid leukemia	1/67	0.15463513630999146	0.2594892165058605	0	0	6.148423005565863	11.477180657220888	CCND1
Mitophagy	1/68	0.15675564908065587	0.2594892165058605	0	0	6.0563508985683825	11.222824361971771	TP53
Amphetamine addiction	1/69	0.15887094888113906	0.2594892165058605	0	0	5.966986794717887	10.977245117600177	FOS
Renal cell carcinoma	1/69	0.15887094888113906	0.2594892165058605	0	0	5.966986794717887	10.977245117600177	VEGFA
Central carbon metabolism in cancer	1/70	0.16098104828531062	0.2600463087685787	0	0	5.880212954747116	10.740024519792764	TP53
Adherens junction	1/71	0.16308595979881008	0.26058300098288134	0	0	5.795918367346939	10.51076961698872	IGF1R
Cytokine-cytokine receptor interaction	2/295	0.16811632853906308	0.2657322612391642	0	0	2.795364050056883	4.98441114256764	CXCR4;CCR5
Pertussis	1/76	0.17353313536390655	0.2713762861541943	0	0	5.408163265306122	9.4717853003048	FOS
Leishmaniasis	1/77	0.1756071809118701	0.27172900625310425	0	0	5.336734693877551	9.283280446293812	FOS
B cell receptor signaling pathway	1/81	0.18385247549919195	0.2815241031081377	0	0	5.0688775510204085	8.584760541358477	FOS
Complement and coagulation cascades	1/85	0.19201693664513086	0.2909947390395282	0	0	4.826530612244898	7.964604221414354	F2R
PD-L1 expression and PD-1 checkpoint pathway in cancer	1/89	0.20010134077429026	0.2967256437131051	0	0	4.6062152133580705	7.411084001248333	FOS
Hypertrophic cardiomyopathy	1/90	0.20211002319239676	0.2967256437131051	0	0	4.55423068103646	7.281955543769811	IGF1
Th1 and Th2 cell differentiation	1/92	0.20611256943631576	0.2967256437131051	0	0	4.453689167974883	7.03385741012878	FOS
GnRH signaling pathway	1/93	0.2081064570390282	0.2967256437131051	0	0	4.40505767524401	6.914643337844717	PLD2
IL-17 signaling pathway	1/94	0.2100954368002021	0.2967256437131051	0	0	4.357472021066491	6.79849904676328	FOS
Dilated cardiomyopathy	1/96	0.2140587201245348	0.2967256437131051	0	0	4.26530612244898	6.5749903239841245	IGF1
Circadian entrainment	1/97	0.2160330472811356	0.2967256437131051	0	0	4.220663265306122	6.46742313757927	FOS
Fc gamma R-mediated phagocytosis	1/97	0.2160330472811356	0.2967256437131051	0	0	4.220663265306122	6.46742313757927	PLD2
mRNA surveillance pathway	1/98	0.21800251374840374	0.2967256437131051	0	0	4.176940879444562	6.362519703204576	FUS
Glycerophospholipid metabolism	1/98	0.21800251374840374	0.2967256437131051	0	0	4.176940879444562	6.362519703204576	PLD2
Inflammatory mediator regulation of TRP channels	1/98	0.21800251374840374	0.2967256437131051	0	0	4.176940879444562	6.362519703204576	IGF1
Chagas disease	1/102	0.2258320069783284	0.3002603182731622	0	0	4.010709234188725	5.967790506031058	FOS
Toll-like receptor signaling pathway	1/104	0.22971789307458146	0.3002603182731622	0	0	3.932435109966317	5.78423168094792	FOS
C-type lectin receptor signaling pathway	1/104	0.22971789307458146	0.3002603182731622	0	0	3.932435109966317	5.78423168094792	EGR2
NF-kappa B signaling pathway	1/104	0.22971789307458146	0.3002603182731622	0	0	3.932435109966317	5.78423168094792	PARP1
Amyotrophic lateral sclerosis	2/364	0.23081235350249882	0.3002603182731622	0	0	2.2546040515653774	3.3055882286347833	FUS;TP53
Th17 cell differentiation	1/107	0.23551090700841826	0.30088417091769915	0	0	3.8205621871390067	5.524525481436682	FOS
Glucagon signaling pathway	1/107	0.23551090700841826	0.30088417091769915	0	0	3.8205621871390067	5.524525481436682	CRTC2
Insulin resistance	1/108	0.23743240698267418	0.30088417091769915	0	0	3.7846652679763495	5.441865346754643	CRTC2
TNF signaling pathway	1/112	0.24507118869589983	0.30485644962706365	0	0	3.647545504688362	5.129202360192396	FOS
Toxoplasmosis	1/112	0.24507118869589983	0.30485644962706365	0	0	3.647545504688362	5.129202360192396	CCR5
Cholinergic synapse	1/113	0.2469691364760274	0.30485644962706365	0	0	3.614795918367347	5.055262825364014	FOS
Glutamatergic synapse	1/114	0.24886240785882746	0.30485644962706365	0	0	3.582625970742279	4.982913653406146	PLD2
Neurotrophin signaling pathway	1/119	0.25825901303237825	0.31375268525421157	0	0	3.429955032860602	4.6434466139665425	TP53
Platelet activation	1/124	0.2675403902734135	0.3223642407392769	0	0	3.2896963663514187	4.337414433160371	F2R
Osteoclast differentiation	1/127	0.2730544838638846	0.3263334075446425	0	0	3.2108843537414966	4.167997377843627	FOS
Dopaminergic synapse	1/132	0.28215436939905053	0.3343590715714698	0	0	3.087552578283222	3.906683206158155	FOS
Apelin signaling pathway	1/137	0.2911425929329805	0.3343590715714698	0	0	2.9732893157262907	3.668866926816198	CCND1
Autophagy	1/137	0.2911425929329805	0.3343590715714698	0	0	2.9732893157262907	3.668866926816198	IGF1R
Yersinia infection	1/137	0.2911425929329805	0.3343590715714698	0	0	2.9732893157262907	3.668866926816198	FOS
Estrogen signaling pathway	1/137	0.2911425929329805	0.3343590715714698	0	0	2.9732893157262907	3.668866926816198	FOS
Spinocerebellar ataxia	1/143	0.3017829564686885	0.3438922062085055	0	0	2.8467950560505892	3.410594866305226	CIC
Cell adhesion molecules	1/148	0.3105302270346101	0.34845758300830293	0	0	2.749271137026239	3.215201203875706	CD99
Retrograde endocannabinoid signaling	1/148	0.3105302270346101	0.34845758300830293	0	0	2.749271137026239	3.215201203875706	MGLL
Spliceosome	1/150	0.3139989845586295	0.34968068734938285	0	0	2.712094233666621	3.141596466170354	FUS
Non-alcoholic fatty liver disease	1/155	0.3225962281219006	0.3565537258189428	0	0	2.6233766233766236	2.9679671260643183	FOS
Necroptosis	1/159	0.32939791820297204	0.36135443265549916	0	0	2.5564453629553086	2.8389038953772054	PARP1
JAK-STAT signaling pathway	1/162	0.3344552195120095	0.3633198670208061	0	0	2.5084294587400175	2.747363087126053	CCND1
Hippo signaling pathway	1/163	0.33613266608727643	0.3633198670208061	0	0	2.492819349962207	2.717794694415788	CCND1
Influenza A	1/172	0.35104442503680444	0.37666810569642517	0	0	2.360544217687075	2.4711180018684864	CDK4
Axon guidance	1/182	0.36722819876446505	0.391177863901278	0	0	2.2289998872477166	2.2329492942532405	CXCR4
Diabetic cardiomyopathy	1/203	0.3999373645428959	0.4229553423583144	0	0	1.9951505354617094	1.8284503867148747	PARP1
Coronavirus disease	1/232	0.4423976147030889	0.4645174954382434	0	0	1.7421150278293136	1.420775326637273	FOS
Shigellosis	1/246	0.4618276248188864	0.47893632553908727	0	0	1.641399416909621	1.2680853834334544	TP53
Salmonella infection	1/249	0.4659040445720373	0.47893632553908727	0	0	1.6212969058591178	1.2383069829953701	FOS
Parkinson disease	1/249	0.4659040445720373	0.47893632553908727	0	0	1.6212969058591178	1.2383069829953701	TP53
Huntington disease	1/306	0.5378493420766995	0.5490545367032974	0	0	1.314486450317832	0.8152139890333826	TP53
Neuroactive ligand-receptor interaction	1/341	0.5772243543740008	0.5851860696067456	0	0	1.1770708283313325	0.6468289747027046	F2R
Pathways of neurodegeneration	1/475	0.6998036112134204	0.7045967866326904	0	0	0.8385430121415655	0.29932257263147394	FUS
Herpes simplex virus 1 infection	1/498	0.7170049272413213	0.7170049272413213	0	0	0.7987927565392354	0.2657364363252364	TP53
