Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Human papillomavirus infection	11/331	4.5411552134225267E-10	5.579133547919105E-9	0	0	17.302083333333332	372.2140003761445	TCF7L2;CDKN1A;CCND2;APC;KRAS;AXIN2;PTGS2;TP53;TNF;EGFR;VEGFA
Pancreatic cancer	7/76	7.556061598684745E-10	8.66428396649184E-9	0	0	46.90495449949444	985.1682506696322	CDKN1A;ERBB2;KRAS;TP53;EGFR;TGFBR2;VEGFA
Transcriptional misregulation in cancer	9/192	1.0236896900580913E-9	1.1004664168124481E-8	0	0	23.710915633746502	490.8124537287019	CDKN1A;RXRA;CCND2;MYC;PPARG;PROM1;MMP9;TP53;TGFBR2
Cellular senescence	8/156	4.651623784579636E-9	4.674767517965731E-8	0	0	25.485199485199484	488.96029826237566	CDKN1A;CCND2;MYC;CHEK2;KRAS;TP53;TGFBR2;ZFP36L1
Hepatitis C	8/157	4.892198565312975E-9	4.674767517965731E-8	0	0	25.312879514221795	484.3777455044546	CDKN1A;RXRA;IFNG;MYC;KRAS;TP53;TNF;EGFR
Hepatitis B	8/162	6.263620833310788E-9	5.670225175418187E-8	0	0	24.484848484848484	462.4822420674509	CDKN1A;MYC;BCL2;KRAS;MMP9;TP53;TNF;TGFBR2
PI3K-Akt signaling pathway	10/354	1.4560397573748342E-8	1.2521941913423573E-7	0	0	14.248546511627907	257.11445882317923	CDKN1A;RXRA;CCND2;MYC;ERBB2;BCL2;KRAS;TP53;EGFR;VEGFA
Central carbon metabolism in cancer	6/70	2.0783868004382314E-8	1.7022977603589322E-7	0	0	42.37073863636363	749.499755203888	MYC;ERBB2;KRAS;TP53;SLC16A3;EGFR
Non-small cell lung cancer	6/72	2.4672935229796228E-8	1.8455738209115632E-7	0	0	41.082644628099175	719.6676484273828	CDKN1A;RXRA;ERBB2;KRAS;TP53;EGFR
Kaposi sarcoma-associated herpesvirus infection	8/193	2.467918481451509E-8	1.8455738209115632E-7	0	0	20.35006435006435	356.4782975969936	TCF7L2;CDKN1A;MYC;KRAS;PTGS2;TP53;CXCL2;VEGFA
MAPK signaling pathway	9/294	4.1901643065537794E-8	3.002951086363542E-7	0	0	15.146341463414634	257.3051520687945	DUSP5;MYC;ERBB2;KRAS;TP53;TNF;EGFR;TGFBR2;VEGFA
Apoptosis	7/142	6.066401907506412E-8	4.173684512364412E-7	0	0	23.89405684754522	397.0694076357183	BCL2;TNFSF10;TNFRSF10B;TNFRSF10A;KRAS;TP53;TNF
Human T-cell leukemia virus 1 infection	8/219	6.575174979453356E-8	4.293124406094644E-7	0	0	17.819002482509593	294.679607316203	CDKN1A;CCND2;MYC;CHEK2;KRAS;TP53;TNF;TGFBR2
ErbB signaling pathway	6/85	6.739206916543918E-8	4.293124406094644E-7	0	0	34.29976985040276	566.3831299482074	CDKN1A;MYC;ERBB2;KRAS;EGFR;HBEGF
Human cytomegalovirus infection	8/225	8.099137412883795E-8	4.975184410771474E-7	0	0	17.321044546851	282.83400580602716	CDKN1A;MYC;KRAS;PTGS2;TP53;TNF;EGFR;VEGFA
Small cell lung cancer	6/92	1.0843486507975927E-7	6.43130923921331E-7	0	0	31.496828752642706	505.1183015691571	CDKN1A;RXRA;MYC;BCL2;PTGS2;TP53
IL-17 signaling pathway	6/94	1.2334973200470086E-7	7.07205130160285E-7	0	0	30.77789256198347	489.62216825408126	IFNG;PTGS2;MMP9;TNF;CXCL2;S100A8
Wnt signaling pathway	7/166	1.768320434782327E-7	9.811326283308396E-7	0	0	20.26283457656867	315.0478784375547	TCF7L2;CCND2;APC;MYC;AXIN2;TP53;LGR5
HIF-1 signaling pathway	6/109	2.9821543906357057E-7	1.602907984966692E-6	0	0	26.275816416593116	394.80595688931487	CDKN1A;IFNG;ERBB2;BCL2;EGFR;VEGFA
Basal cell carcinoma	5/63	5.010714271942492E-7	2.6116450144669957E-6	0	0	38.10727969348659	552.8039074336782	TCF7L2;CDKN1A;APC;AXIN2;TP53
FoxO signaling pathway	6/131	8.829100290845922E-7	4.3388721429299965E-6	0	0	21.62727272727273	301.48510170936146	CDKN1A;CCND2;TNFSF10;KRAS;EGFR;TGFBR2
Natural killer cell mediated cytotoxicity	6/131	8.829100290845922E-7	4.3388721429299965E-6	0	0	21.62727272727273	301.48510170936146	IFNG;TNFSF10;TNFRSF10B;TNFRSF10A;KRAS;TNF
Fluid shear stress and atherosclerosis	6/139	1.2495662888514225E-6	5.9701500467345735E-6	0	0	20.318181818181817	276.17923518146023	IFNG;BCL2;MMP9;TP53;TNF;VEGFA
Chronic myeloid leukemia	5/76	1.2853194932735223E-6	5.974998725487725E-6	0	0	31.109546165884193	421.9855396881322	CDKN1A;MYC;KRAS;TP53;TGFBR2
Chemical carcinogenesis	7/239	2.055382421117305E-6	9.303309906109906E-6	0	0	13.835805934242181	181.18055160402682	RXRA;MYC;BCL2;KRAS;PTGS2;EGFR;VEGFA
Salmonella infection	7/249	2.6968621374320344E-6	1.1753425185386349E-5	0	0	13.257351527964635	170.00460836832391	TCF7L2;MYC;BCL2;TNFSF10;TNFRSF10B;TNFRSF10A;TNF
Necroptosis	6/159	2.7333546942758953E-6	1.1753425185386349E-5	0	0	17.644385026737968	226.02423478623845	IFNG;BCL2;TNFSF10;TNFRSF10B;TNFRSF10A;TNF
JAK-STAT signaling pathway	6/162	3.045926351060931E-6	1.2778032497133662E-5	0	0	17.302447552447553	219.77059294082375	CDKN1A;CCND2;IFNG;MYC;BCL2;EGFR
Hippo signaling pathway	6/163	3.1563648229729876E-6	1.2926065465508424E-5	0	0	17.191372321945572	217.74746157551738	TCF7L2;CCND2;APC;MYC;AXIN2;TGFBR2
AGE-RAGE signaling pathway in diabetic complications	5/100	5.007413746042903E-6	1.9574435552713168E-5	0	0	23.22222222222222	283.4177242058149	BCL2;KRAS;TNF;TGFBR2;VEGFA
Viral protein interaction with cytokine and cytokine receptor	5/100	5.007413746042903E-6	1.9574435552713168E-5	0	0	23.22222222222222	283.4177242058149	TNFSF10;TNFRSF10B;TNFRSF10A;TNF;CXCL2
Parathyroid hormone synthesis, secretion and action	5/106	6.6648558636472086E-6	2.5474560189940442E-5	0	0	21.836083608360838	260.25690496341264	CDKN1A;RXRA;BCL2;EGFR;HBEGF
Cytokine-cytokine receptor interaction	7/295	8.208610496221427E-6	3.069306533369751E-5	0	0	11.113856589147288	130.1468937131416	IFNG;TNFSF10;TNFRSF10B;TNFRSF10A;TNF;CXCL2;TGFBR2
Epstein-Barr virus infection	6/202	1.0815798581625677E-5	3.958122034126843E-5	0	0	13.743506493506494	157.15016157281767	CDKN1A;CCND2;MYC;BCL2;TP53;TNF
Cell cycle	5/124	1.4316168261955223E-5	5.1299602938672884E-5	0	0	18.516339869281047	206.5334955959104	CDKN1A;CCND2;MYC;CHEK2;TP53
Relaxin signaling pathway	5/129	1.7337570110250357E-5	6.0858409366593086E-5	0	0	17.765232974910393	194.7537599703164	KRAS;MMP9;EGFR;TGFBR2;VEGFA
Estrogen signaling pathway	5/137	2.3181611457894815E-5	7.974474341515817E-5	0	0	16.681818181818183	178.03088597976304	BCL2;KRAS;MMP9;EGFR;HBEGF
Adherens junction	4/71	2.967969962373722E-5	1.0009624186829023E-4	0	0	25.80532121998702	269.02169328327335	TCF7L2;ERBB2;EGFR;TGFBR2
Melanoma	4/72	3.136788842550243E-5	1.0375532325358495E-4	0	0	25.424552429667518	263.64563855291124	CDKN1A;KRAS;TP53;EGFR
Glioma	4/75	3.685550808876545E-5	1.1960655455221996E-4	0	0	24.346601347213717	248.54241320575602	CDKN1A;KRAS;TP53;EGFR
Cushing syndrome	5/155	4.190950460849395E-5	1.3348953319742516E-4	0	0	14.666666666666666	147.83996944144806	TCF7L2;CDKN1A;APC;AXIN2;EGFR
Influenza A	5/172	6.875254637079586E-5	2.1500796319594344E-4	0	0	13.162341982701264	126.16100557387368	IFNG;TNFSF10;TNFRSF10B;TNFRSF10A;TNF
Rheumatoid arthritis	4/93	8.565533047784326E-5	2.630842293248043E-4	0	0	19.40498290180752	181.73114029905219	IFNG;TNF;CXCL2;VEGFA
TGF-beta signaling pathway	4/94	8.929816660000783E-5	2.6946113430177806E-4	0	0	19.18840579710145	178.9036694469556	IFNG;MYC;TNF;TGFBR2
NF-kappa B signaling pathway	4/104	1.3219781074871336E-4	3.920348870479086E-4	0	0	17.26086956521739	154.16047142432132	BCL2;PTGS2;TNF;CXCL2
Focal adhesion	5/201	1.4313556835946712E-4	4.172765721665821E-4	0	0	11.198412698412698	99.12519513215402	CCND2;ERBB2;BCL2;EGFR;VEGFA
TNF signaling pathway	4/112	1.7596171244768462E-4	5.044235756833626E-4	0	0	15.97584541062802	138.1150837500777	PTGS2;MMP9;TNF;CXCL2
Sphingolipid signaling pathway	4/119	2.2210330303179846E-4	6.262584937945793E-4	0	0	14.998109640831759	126.16961693338719	BCL2;KRAS;TP53;TNF
Thyroid hormone signaling pathway	4/121	2.3674726676064357E-4	6.567827400456564E-4	0	0	14.740245261984393	123.05919361950457	RXRA;MYC;KRAS;TP53
Osteoclast differentiation	4/127	2.8485094907879836E-4	7.776883054214813E-4	0	0	14.016967126193	114.42813489235958	IFNG;PPARG;TNF;TGFBR2
VEGF signaling pathway	3/59	4.330691157728682E-4	0.0011638732486395833	0	0	22.675531914893618	175.61322428345238	KRAS;PTGS2;VEGFA
Signaling pathways regulating pluripotency of stem cells	4/143	4.470419649990082E-4	0.0011829418150742985	0	0	12.393493900531748	95.58925964856984	APC;MYC;KRAS;AXIN2
Oxytocin signaling pathway	4/154	5.910972558026697E-4	0.0015404352726978664	0	0	11.478260869565217	85.32399643761593	CDKN1A;KRAS;PTGS2;EGFR
Acute myeloid leukemia	3/67	6.292667740133991E-4	0.0016154311213478305	0	0	19.83311170212766	146.18897916479884	TCF7L2;MYC;KRAS
Renal cell carcinoma	3/69	6.858216610371124E-4	0.001734725377917402	0	0	19.230174081237912	140.08975927188362	CDKN1A;KRAS;VEGFA
Epithelial cell signaling in Helicobacter pylori infection	3/70	7.152738836628206E-4	0.0017830015650725384	0	0	18.94220387424579	137.19544727387992	CXCL2;EGFR;HBEGF
Leishmaniasis	3/77	9.441676964961806E-4	0.0023199549113906153	0	0	17.14433582518689	119.41384383677425	IFNG;PTGS2;TNF
One carbon pool by folate	2/20	0.0011307590059983252	0.0027239120114956688	0	0	46.138888888888886	313.0461870363529	MTHFR;TYMS
Pathways of neurodegeneration	6/475	0.00114024223737028	0.0027239120114956688	0	0	5.664179104477612	38.38339211658432	APC;BCL2;KRAS;AXIN2;PTGS2;TNF
PD-L1 expression and PD-1 checkpoint pathway in cancer	3/89	0.0014352931477222535	0.003381786594633255	0	0	14.743196437407224	96.51465720793364	IFNG;KRAS;EGFR
Pathogenic Escherichia coli infection	4/197	0.0014757641921934672	0.0034301546088821126	0	0	8.901554404145077	58.02548851661293	TNFSF10;TNFRSF10B;TNFRSF10A;TNF
GnRH signaling pathway	3/93	0.0016286129467617961	0.003728069917930697	0	0	14.085106382978724	90.42675735150269	KRAS;EGFR;HBEGF
Viral carcinogenesis	4/203	0.0016472867079228661	0.003728069917930697	0	0	8.630544024470177	55.30992679300502	CDKN1A;CCND2;KRAS;TP53
Amoebiasis	3/102	0.002121212982648662	0.004618337126779366	0	0	12.798839458413926	78.78667603753651	IFNG;TNF;CXCL2
Chagas disease	3/102	0.002121212982648662	0.004618337126779366	0	0	12.798839458413926	78.78667603753651	IFNG;TNF;TGFBR2
Longevity regulating pathway	3/102	0.002121212982648662	0.004618337126779366	0	0	12.798839458413926	78.78667603753651	PPARG;KRAS;TP53
Alzheimer disease	5/369	0.0022308737706880537	0.004702492333344845	0	0	5.978632478632479	36.50171521718528	APC;KRAS;AXIN2;PTGS2;TNF
T cell receptor signaling pathway	3/104	0.0022418858798504493	0.004702492333344845	0	0	12.544133136717926	76.5247046664134	IFNG;KRAS;TNF
C-type lectin receptor signaling pathway	3/104	0.0022418858798504493	0.004702492333344845	0	0	12.544133136717926	76.5247046664134	KRAS;PTGS2;TNF
Th17 cell differentiation	3/107	0.0024307608837506214	0.005037239421748276	0	0	12.180441898527006	73.32079059873531	RXRA;IFNG;TGFBR2
Toxoplasmosis	3/112	0.002766936229061339	0.005665631326173218	0	0	11.618778059730626	68.43477270112554	IFNG;BCL2;TNF
Neurotrophin signaling pathway	3/119	0.0032837193495461473	0.006602804880349287	0	0	10.913793103448276	62.413565909911824	BCL2;KRAS;TP53
Shigellosis	4/246	0.0033014024401746434	0.006602804880349287	0	0	7.081566654689184	40.45987900324554	BCL2;TP53;TNF;EGFR
African trypanosomiasis	2/37	0.0038576315924392225	0.007626581998845359	0	0	23.708333333333332	131.76384828572083	IFNG;TNF
Allograft rejection	2/38	0.0040654672914765	0.007946140615158614	0	0	23.04861111111111	126.88782669928547	IFNG;TNF
Graft-versus-host disease	2/42	0.0049475924537835565	0.009561639348885076	0	0	20.739583333333332	110.1034239545967	IFNG;TNF
Measles	3/139	0.005072238171854362	0.009693610728432781	0	0	9.299436795994994	49.137973919606814	CCND2;BCL2;TP53
Type I diabetes mellitus	2/43	0.005180691162792406	0.009792075604398832	0	0	20.232723577235774	106.48111760263689	IFNG;TNF
Non-alcoholic fatty liver disease	3/155	0.00685512285061963	0.012717569234116878	0	0	8.313829787234043	41.42581056937343	RXRA;PPARG;TNF
Cysteine and methionine metabolism	2/50	0.006950299465156898	0.012717569234116878	0	0	17.276041666666668	85.84414194819459	DNMT1;DNMT3B
Malaria	2/50	0.006950299465156898	0.012717569234116878	0	0	17.276041666666668	85.84414194819459	IFNG;TNF
Hedgehog signaling pathway	2/56	0.008654668543521428	0.015506281140475893	0	0	15.351851851851851	72.91602120992282	CCND2;BCL2
Pyrimidine metabolism	2/56	0.008654668543521428	0.015506281140475893	0	0	15.351851851851851	72.91602120992282	RRM2;TYMS
Legionellosis	2/57	0.008955160836496808	0.015879254266777845	0	0	15.071969696969697	71.07225417227201	TNF;CXCL2
Tuberculosis	3/180	0.01030679429305003	0.018089475698006174	0	0	7.130544536602957	32.621898711524636	IFNG;BCL2;TNF
NOD-like receptor signaling pathway	3/181	0.010462303952461168	0.018176932119427485	0	0	7.090126703322974	32.33081172672363	BCL2;TNF;CXCL2
Inflammatory bowel disease	2/65	0.011523761866123172	0.019820870409731857	0	0	13.152777777777779	58.70537343689256	IFNG;TNF
Fc epsilon RI signaling pathway	2/68	0.01256089224520355	0.0211811124134805	0	0	12.553030303030303	54.94671101969335	KRAS;TNF
Mitophagy	2/68	0.01256089224520355	0.0211811124134805	0	0	12.553030303030303	54.94671101969335	KRAS;TP53
Adipocytokine signaling pathway	2/69	0.012915373039423325	0.021567419056124387	0	0	12.365049751243781	53.77976800231812	RXRA;TNF
Prolactin signaling pathway	2/70	0.013274200561286012	0.021953485543665326	0	0	12.182598039215685	52.65237170003471	CCND2;KRAS
PPAR signaling pathway	2/74	0.014752518467007555	0.024166030250717136	0	0	11.503472222222221	48.50256694786101	RXRA;PPARG
Rap1 signaling pathway	3/210	0.015573693590806355	0.02527052167564805	0	0	6.087881591119334	25.338810884905698	KRAS;EGFR;VEGFA
Human immunodeficiency virus 1 infection	3/212	0.015969630257828295	0.0256708075172567	0	0	6.029013539651838	24.942429757967023	BCL2;KRAS;TNF
Antigen processing and presentation	2/78	0.0162985561731684	0.025956959831342264	0	0	10.895833333333334	44.85464558420347	IFNG;TNF
Regulation of actin cytoskeleton	3/218	0.017191451228524356	0.027127794599139353	0	0	5.858980702622464	23.807048461348653	APC;KRAS;EGFR
Coronavirus disease	3/232	0.02024165428659951	0.03136544628193798	0	0	5.496887484901979	21.43793102563893	TNF;EGFR;HBEGF
Ras signaling pathway	3/232	0.02024165428659951	0.03136544628193798	0	0	5.496887484901979	21.43793102563893	KRAS;EGFR;VEGFA
Gap junction	2/88	0.020450527887125446	0.031406167826656936	0	0	9.624031007751938	37.43504172973695	KRAS;EGFR
Calcium signaling pathway	3/240	0.022110403168695048	0.033654772964739364	0	0	5.3091839482897925	20.237053883333374	ERBB2;EGFR;VEGFA
Choline metabolism in cancer	2/98	0.02499487952283687	0.037711572613402994	0	0	8.6171875	31.789531066243494	KRAS;EGFR
Melanogenesis	2/101	0.02643151920502357	0.039532359158817865	0	0	8.35479797979798	30.35463590957481	TCF7L2;KRAS
Serotonergic synapse	2/113	0.03250109931246501	0.04777939386105968	0	0	7.447072072072072	25.517253680402074	KRAS;PTGS2
Cholinergic synapse	2/113	0.03250109931246501	0.04777939386105968	0	0	7.447072072072072	25.517253680402074	BCL2;KRAS
Herpes simplex virus 1 infection	4/498	0.03555791814513759	0.051830185770878515	0	0	3.4247491638795986	11.426992083136296	IFNG;BCL2;TP53;TNF
Systemic lupus erythematosus	2/135	0.04488006324931198	0.06486866284774505	0	0	6.208333333333333	19.26918665258641	IFNG;TNF
Autophagy	2/137	0.046080253337353536	0.0660483631168734	0	0	6.1157407407407405	18.820401760879264	BCL2;KRAS
Phospholipase D signaling pathway	2/148	0.052889062238365064	0.07518114632230405	0	0	5.651826484018265	16.61387585032132	KRAS;EGFR
Mismatch repair	1/23	0.05597578058787951	0.07891667427143668	0	0	18.4860853432282	53.29235549319145	MLH1
mTOR signaling pathway	2/154	0.0567455048100272	0.07935143762052585	0	0	5.427083333333333	15.571272642043727	KRAS;TNF
Amyotrophic lateral sclerosis	3/364	0.06260581180674998	0.08684031960291128	0	0	3.463605823068309	9.597295555201175	BCL2;TP53;TNF
Asthma	1/31	0.07471646000262763	0.10199389778136471	0	0	13.551020408163266	35.15209038871121	TNF
Circadian rhythm	1/31	0.07471646000262763	0.10199389778136471	0	0	13.551020408163266	35.15209038871121	BHLHE40
Base excision repair	1/33	0.0793443657059371	0.10745851103481245	0	0	12.70280612244898	32.18837516559274	MUTYH
Chemokine signaling pathway	2/192	0.08325238225198861	0.1118703886511097	0	0	4.333333333333333	10.772140317863167	KRAS;CXCL2
Aldosterone-regulated sodium reabsorption	1/37	0.08853222789026767	0.1180429705203569	0	0	11.289115646258503	27.36920368672352	KRAS
Diabetic cardiomyopathy	2/203	0.09152002195394623	0.12108802904675962	0	0	4.093905472636816	9.789336578359592	MMP9;TGFBR2
Ferroptosis	1/41	0.09763021468476817	0.12818623607465743	0	0	10.158163265306122	23.633660200289185	TP53
Type II diabetes mellitus	1/46	0.10887762220856746	0.14080414300656843	0	0	9.02721088435374	20.018117808730278	TNF
Proteasome	1/46	0.10887762220856746	0.14080414300656843	0	0	9.02721088435374	20.018117808730278	IFNG
Thermogenesis	2/232	0.11438014460998691	0.14681630502177423	0	0	3.572463768115942	7.745915171502187	PPARG;KRAS
Ovarian steroidogenesis	1/51	0.11998760892209076	0.1528731017377749	0	0	8.122448979591837	17.22257115519733	PTGS2
Fanconi anemia pathway	1/54	0.1265883240687765	0.16009699808698202	0	0	7.661532537543319	15.834970375184442	MLH1
Regulation of lipolysis in adipocytes	1/55	0.12877776139221664	0.1616771894851187	0	0	7.519274376417234	15.412009607623004	PTGS2
Endocytosis	2/252	0.13091697705292177	0.16317188444277206	0	0	3.283333333333333	6.675646802845627	EGFR;TGFBR2
Glutathione metabolism	1/57	0.13314051228520932	0.164749410885295	0	0	7.25	14.618539131965724	RRM2
Long-term depression	1/60	0.13964452305344063	0.17156327117994136	0	0	6.88031822898651	13.544974303558986	KRAS
Arachidonic acid metabolism	1/61	0.1418018805927374	0.1729781805812116	0	0	6.76530612244898	13.214837540593157	PTGS2
GnRH secretion	1/64	0.14824219418025958	0.17956096759862428	0	0	6.442176870748299	12.297522293260638	KRAS
Long-term potentiation	1/67	0.15463513630999146	0.18599470940782187	0	0	6.148423005565863	11.477180657220888	KRAS
RIG-I-like receptor signaling pathway	1/70	0.16098104828531062	0.19228291878523213	0	0	5.880212954747116	10.740024519792764	TNF
Pertussis	1/76	0.17353313536390655	0.20584620194890982	0	0	5.408163265306122	9.4717853003048	TNF
Arrhythmogenic right ventricular cardiomyopathy	1/77	0.1756071809118701	0.20687969258110725	0	0	5.336734693877551	9.283280446293812	TCF7L2
Huntington disease	2/306	0.17791600164312257	0.2081738250518169	0	0	2.6927083333333335	4.648809448291678	PPARG;TP53
B cell receptor signaling pathway	1/81	0.18385247549919195	0.21366639044500685	0	0	5.0688775510204085	8.584760541358477	KRAS
Bile secretion	1/90	0.20211002319239676	0.2317528265939483	0	0	4.55423068103646	7.281955543769811	RXRA
Hypertrophic cardiomyopathy	1/90	0.20211002319239676	0.2317528265939483	0	0	4.55423068103646	7.281955543769811	TNF
Th1 and Th2 cell differentiation	1/92	0.20611256943631576	0.23477723141090273	0	0	4.453689167974883	7.03385741012878	IFNG
Dilated cardiomyopathy	1/96	0.2140587201245348	0.24222434119355254	0	0	4.26530612244898	6.5749903239841245	TNF
Hematopoietic cell lineage	1/99	0.2199671313012003	0.24728331100527093	0	0	4.134110787172012	6.26018948804807	TNF
Progesterone-mediated oocyte maturation	1/100	0.22192691156038513	0.24786642070380677	0	0	4.092145949288806	6.1603458876211565	KRAS
Toll-like receptor signaling pathway	1/104	0.22971789307458146	0.25491275876663233	0	0	3.932435109966317	5.78423168094792	TNF
Drug metabolism	1/108	0.23743240698267418	0.2601170318536303	0	0	3.7846652679763495	5.441865346754643	RRM2
Insulin resistance	1/108	0.23743240698267418	0.2601170318536303	0	0	3.7846652679763495	5.441865346754643	TNF
Leukocyte transendothelial migration	1/114	0.24886240785882746	0.2709135072893565	0	0	3.582625970742279	4.982913653406146	MMP9
Growth hormone synthesis, secretion and action	1/119	0.25825901303237825	0.27937452982118904	0	0	3.429955032860602	4.6434466139665425	KRAS
AMPK signaling pathway	1/120	0.26012446216628154	0.27963379682875267	0	0	3.4009603841536613	4.579716458908873	PPARG
Purine metabolism	1/129	0.2767079241059198	0.2956134344485603	0	0	3.1603954081632653	4.060453122404681	RRM2
Apelin signaling pathway	1/137	0.2911425929329805	0.30534467063702836	0	0	2.9732893157262907	3.668866926816198	KRAS
Yersinia infection	1/137	0.2911425929329805	0.30534467063702836	0	0	2.9732893157262907	3.668866926816198	TNF
Insulin signaling pathway	1/137	0.2911425929329805	0.30534467063702836	0	0	2.9732893157262907	3.668866926816198	KRAS
Retrograde endocannabinoid signaling	1/148	0.3105302270346101	0.32370423666638143	0	0	2.749271137026239	3.215201203875706	PTGS2
Adrenergic signaling in cardiomyocytes	1/150	0.3139989845586295	0.3253483454462908	0	0	2.712094233666621	3.141596466170354	BCL2
Tight junction	1/169	0.34611068164657255	0.35647327690545194	0	0	2.4030612244897958	2.5496399471999527	ERBB2
Protein processing in endoplasmic reticulum	1/171	0.3494039111808349	0.3577230519232357	0	0	2.3745498199279713	2.4969025061029213	BCL2
Axon guidance	1/182	0.36722819876446505	0.37374704252951474	0	0	2.2289998872477166	2.2329492942532405	KRAS
Alcoholism	1/186	0.3735903703808139	0.37798555120882343	0	0	2.1803640375068944	2.146776288649915	KRAS
Parkinson disease	1/249	0.4659040445720373	0.4686286296280141	0	0	1.6212969058591178	1.2383069829953701	TP53
Prion disease	1/273	0.4974441859988057	0.4974441859988057	0	0	1.4764405762304922	1.0309569924227397	TNF
