Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Pertussis	4/76	3.88316462511635E-5	2.2833007995684136E-4	0	0	24.007246376811594	243.82419664570162	NOS2;IL12B;IL12A;NFKB1
Hepatitis B	5/162	5.1733111867740326E-5	2.9249105555991645E-4	0	0	14.007784854918613	138.24860722179173	TGFB2;TGFB1;STAT4;TYK2;NFKB1
Rheumatoid arthritis	4/93	8.565533047784326E-5	4.663456881571466E-4	0	0	19.40498290180752	181.73114029905219	TGFB2;TGFB1;CD80;CCL5
African trypanosomiasis	3/37	1.0758892051640563E-4	5.648418327111295E-4	0	0	37.3892365456821	341.6326661301949	HBB;IL12B;IL12A
Chemokine signaling pathway	5/192	1.1549478910912795E-4	5.713671931338021E-4	0	0	11.742721330956625	106.46285996423897	CXCL10;CXCL9;CCL5;CXCR5;NFKB1
Allograft rejection	3/38	1.1660554961914327E-4	5.713671931338021E-4	0	0	36.319148936170215	328.93213337279053	CD80;IL12B;IL12A
Proteoglycans in cancer	5/205	1.5693240089955412E-4	7.280401526260726E-4	0	0	10.972222222222221	96.1133246688316	COL1A1;TGFB2;TGFB1;IL12B;HIF1A
HIF-1 signaling pathway	4/109	1.5848493118390697E-4	7.280401526260726E-4	0	0	16.434782608695652	143.80189971009636	NOS2;TIMP1;HIF1A;NFKB1
Type I diabetes mellitus	3/43	1.690886138794749E-4	7.532129163722063E-4	0	0	31.77127659574468	275.93632160450045	CD80;IL12B;IL12A
TNF signaling pathway	4/112	1.7596171244768462E-4	7.607756391120482E-4	0	0	15.97584541062802	138.1150837500777	CXCL10;CCL5;NFKB1;TNFRSF1A
Relaxin signaling pathway	4/129	3.0233842173203154E-4	0.0012698213712745326	0	0	13.791304347826086	111.76422796561604	COL1A1;TGFB1;NOS2;NFKB1
Legionellosis	3/57	3.911590889551034E-4	0.0015972329465666721	0	0	23.5177304964539	184.52943128485038	IL12B;IL12A;NFKB1
Cytosolic DNA-sensing pathway	3/63	5.253081373346768E-4	0.0020870350321134453	0	0	21.159574468085108	159.78706699627756	CXCL10;CCL5;NFKB1
Hepatitis C	4/157	6.355022741194353E-4	0.002458390376198868	0	0	11.251491901108269	82.82329952539243	CXCL10;TYK2;NFKB1;TNFRSF1A
Renal cell carcinoma	3/69	6.858216610371124E-4	0.002585020106986039	0	0	19.230174081237912	140.08975927188362	TGFB2;TGFB1;HIF1A
Chronic myeloid leukemia	3/76	9.089746531003115E-4	0.0032590066830669702	0	0	17.38006412124745	121.71594945135638	TGFB2;TGFB1;NFKB1
Pancreatic cancer	3/76	9.089746531003115E-4	0.0032590066830669702	0	0	17.38006412124745	121.71594945135638	TGFB2;TGFB1;NFKB1
Kaposi sarcoma-associated herpesvirus infection	4/193	0.001368609638449118	0.004736554469288111	0	0	9.091787439613526	59.950881949873555	TYK2;HIF1A;NFKB1;TNFRSF1A
Human papillomavirus infection	5/331	0.001386524782808201	0.004736554469288111	0	0	6.688479890933879	44.01658396803522	COL1A1;TYK2;ITGB6;NFKB1;TNFRSF1A
PD-L1 expression and PD-1 checkpoint pathway in cancer	3/89	0.0014352931477222535	0.004736554469288111	0	0	14.743196437407224	96.51465720793364	CD3D;HIF1A;NFKB1
Herpes simplex virus 1 infection	6/498	0.0014521020034628908	0.004736554469288111	0	0	5.393015521064301	35.241971043897124	CCL5;IL12B;IL12A;TYK2;NFKB1;TNFRSF1A
Hypertrophic cardiomyopathy	3/90	0.0014821871128384563	0.004736554469288111	0	0	14.573000733675716	94.93197333904209	TGFB2;TGFB1;ITGB6
Epstein-Barr virus infection	4/202	0.0016177816738448417	0.005044815543013777	0	0	8.674571805006588	55.74886546020344	CXCL10;TYK2;CD3D;NFKB1
Diabetic cardiomyopathy	4/203	0.0016472867079228661	0.005044815543013777	0	0	8.630544024470177	55.30992679300502	COL1A1;TGFB2;TGFB1;NFKB1
Dilated cardiomyopathy	3/96	0.0017838028065180675	0.005351408419554202	0	0	13.628689087165409	86.25607933742052	TGFB2;TGFB1;ITGB6
Pancreatic secretion	3/102	0.002121212982648662	0.006236366168987066	0	0	12.798839458413926	78.78667603753651	SLC4A2;CFTR;CLCA4
C-type lectin receptor signaling pathway	3/104	0.0022418858798504493	0.006461906359568942	0	0	12.544133136717926	76.5247046664134	IL12B;IL12A;NFKB1
Primary immunodeficiency	2/38	0.0040654672914765	0.011492763304750875	0	0	23.04861111111111	126.88782669928547	IL7R;CD3D
FoxO signaling pathway	3/131	0.004299845025739212	0.011925985260069135	0	0	9.884640957446809	53.86315121420032	TGFB2;TGFB1;IL7R
Fluid shear stress and atherosclerosis	3/139	0.005072238171854362	0.013807759467825764	0	0	9.299436795994994	49.137973919606814	NFKB1;TNFRSF1A;NFE2L2
MAPK signaling pathway	4/294	0.006196027703171174	0.01656029222483932	0	0	5.895052473763118	29.969544157417683	TGFB2;TGFB1;NFKB1;TNFRSF1A
Intestinal immune network for IgA production	2/48	0.0064203200925442745	0.016792128097118206	0	0	18.028985507246375	91.01549863791358	TGFB1;CD80
Pathways of neurodegeneration	5/475	0.006511233343780528	0.016792128097118206	0	0	4.6052009456264775	23.18362411779975	NOS2;DCTN4;STX1A;NFKB1;TNFRSF1A
Non-alcoholic fatty liver disease	3/155	0.00685512285061963	0.0170945609041266	0	0	8.313829787234043	41.42581056937343	TGFB1;NFKB1;TNFRSF1A
Cholesterol metabolism	2/50	0.006950299465156898	0.0170945609041266	0	0	17.276041666666668	85.84414194819459	CYP27A1;ABCB11
Cellular senescence	3/156	0.0069773717976026935	0.0170945609041266	0	0	8.259073842302879	41.00698685273265	TGFB2;TGFB1;NFKB1
Necroptosis	3/159	0.00735189816081036	0.017716869338346274	0	0	8.099018003273322	39.78882929168961	STAT4;TYK2;TNFRSF1A
Hepatocellular carcinoma	3/168	0.008546246482462378	0.020262874724547898	0	0	7.653771760154739	36.4492748316928	TGFB2;TGFB1;NFE2L2
NOD-like receptor signaling pathway	3/181	0.010462303952461168	0.024412042555742728	0	0	7.090126703322974	32.33081172672363	CCL5;TYK2;NFKB1
PI3K-Akt signaling pathway	4/354	0.011719336488002824	0.02691785099588149	0	0	4.869565217391305	21.652595318687055	COL1A1;ITGB6;IL7R;NFKB1
Adipocytokine signaling pathway	2/69	0.012915373039423325	0.02920861287377275	0	0	12.365049751243781	53.77976800231812	NFKB1;TNFRSF1A
Epithelial cell signaling in Helicobacter pylori infection	2/70	0.013274200561286012	0.029565264886500662	0	0	12.182598039215685	52.65237170003471	CCL5;NFKB1
Gastric acid secretion	2/76	0.015517162822490733	0.03404511843143489	0	0	11.191441441441441	46.62140287744705	SLC4A2;CFTR
Human immunodeficiency virus 1 infection	3/212	0.015969630257828295	0.03452258305736411	0	0	6.029013539651838	24.942429757967023	CD3D;NFKB1;TNFRSF1A
Human cytomegalovirus infection	3/225	0.018681598748238135	0.0397999277679856	0	0	5.672225416906268	22.576683856024196	CCL5;NFKB1;TNFRSF1A
Colorectal cancer	2/86	0.019588053045278837	0.04113491139508556	0	0	9.854166666666666	38.754815869716495	TGFB2;TGFB1
ECM-receptor interaction	2/88	0.020450527887125446	0.04234123379447099	0	0	9.624031007751938	37.43504172973695	COL1A1;ITGB6
Small cell lung cancer	2/92	0.022222383975626977	0.045370700616905076	0	0	9.194444444444445	35.00007985571613	NOS2;NFKB1
TGF-beta signaling pathway	2/94	0.023131423352716708	0.04595025990336968	0	0	8.993659420289855	33.87518721331595	TGFB2;TGFB1
IL-17 signaling pathway	2/94	0.023131423352716708	0.04595025990336968	0	0	8.993659420289855	33.87518721331595	CXCL10;NFKB1
Shigellosis	3/246	0.023572132192873366	0.0462013790980318	0	0	5.1765169424743895	19.399981318373513	CCL5;NFKB1;TNFRSF1A
Salmonella infection	3/249	0.02432234530488415	0.04704453631339434	0	0	5.112610275038921	19.00029925474201	DCTN4;NFKB1;TNFRSF1A
Hematopoietic cell lineage	2/99	0.025470075176232815	0.048624688972808104	0	0	8.527920962199312	31.299610767204847	IL7R;CD3D
T cell receptor signaling pathway	2/104	0.0279010087799889	0.05191706697035909	0	0	8.107843137254902	29.018720027145317	CD3D;NFKB1
NF-kappa B signaling pathway	2/104	0.0279010087799889	0.05191706697035909	0	0	8.107843137254902	29.018720027145317	NFKB1;TNFRSF1A
Insulin resistance	2/108	0.02991047692165705	0.054960501343544826	0	0	7.800314465408805	27.37556602865933	NFKB1;TNFRSF1A
Sphingolipid signaling pathway	2/119	0.03572213956233325	0.06482906809460479	0	0	7.063034188034188	23.533921331722766	NFKB1;TNFRSF1A
Cell cycle	2/124	0.03849707242876802	0.06901304447596218	0	0	6.771857923497268	22.05711333941876	TGFB2;TGFB1
Primary bile acid biosynthesis	1/17	0.04167665479123348	0.07381287053387135	0	0	25.426020408163264	80.79916728086499	CYP27A1
Apelin signaling pathway	2/137	0.046080253337353536	0.08064044334036868	0	0	6.1157407407407405	18.820401760879264	EGR1;NOS2
Steroid biosynthesis	1/20	0.04885254998202776	0.08398178160894544	0	0	21.408163265306122	64.63014669364038	LBR
Apoptosis	2/142	0.04913219876441706	0.08398178160894544	0	0	5.895833333333333	17.765564841290935	NFKB1;TNFRSF1A
Gastric cancer	2/149	0.053524987621642296	0.08954838856920969	0	0	5.613095238095238	16.432935090777736	TGFB2;TGFB1
Arginine biosynthesis	1/22	0.05360719859925478	0.08954838856920969	0	0	19.367346938775512	56.67024999786951	NOS2
Amyotrophic lateral sclerosis	3/364	0.06260581180674998	0.1024244930740194	0	0	3.463605823068309	9.597295555201175	NOS2;DCTN4;TNFRSF1A
Hippo signaling pathway	2/163	0.06270887331062412	0.1024244930740194	0	0	5.121376811594203	14.182384623506447	TGFB2;TGFB1
Alzheimer disease	3/369	0.06467443885282256	0.1044740935314826	0	0	3.415416811998605	9.352740604932352	NOS2;NFKB1;TNFRSF1A
SNARE interactions in vesicular transport	1/33	0.0793443657059371	0.1267784973779647	0	0	12.70280612244898	32.18837516559274	STX1A
Pathogenic Escherichia coli infection	2/197	0.08698049185623569	0.13748529357921124	0	0	4.221153846153846	10.308359154488748	NFKB1;TNFRSF1A
Focal adhesion	2/201	0.08999903939460847	0.14074317862773877	0	0	4.135469011725293	9.958028586222369	COL1A1;ITGB6
Graft-versus-host disease	1/42	0.09989076947033614	0.15456782223304644	0	0	9.909905425584869	22.829231064333683	CD80
cAMP signaling pathway	2/216	0.10158814721552166	0.154798235248187	0	0	3.8426791277258565	8.78754780712842	NFKB1;CFTR
Porphyrin and chlorophyll metabolism	1/43	0.10214577427941592	0.154798235248187	0	0	9.673469387755102	22.068611238785657	UROS
Vasopressin-regulated water reabsorption	1/44	0.10439524246477773	0.1565928636971666	0	0	9.448030374940673	21.34849709415977	DCTN4
Cocaine addiction	1/49	0.11555999902224065	0.17141732002568358	0	0	8.46173469387755	18.260130793597916	NFKB1
Arginine and proline metabolism	1/50	0.1177765260040411	0.17141732002568358	0	0	8.28862973760933	17.7290996615035	NOS2
Vibrio cholerae infection	1/50	0.1177765260040411	0.17141732002568358	0	0	8.28862973760933	17.7290996615035	CFTR
Autoimmune thyroid disease	1/53	0.12439349491287167	0.179272977962668	0	0	7.8092621664050235	16.276887238960814	CD80
Viral myocarditis	1/60	0.13964452305344063	0.19929849406656092	0	0	6.88031822898651	13.544974303558986	CD80
Prion disease	2/273	0.14883793051696106	0.21037669024993536	0	0	3.0256765067650675	5.763602946924966	EGR1;CCL5
Acute myeloid leukemia	1/67	0.15463513630999146	0.21512921907218785	0	0	6.148423005565863	11.477180657220888	NFKB1
Mitophagy	1/68	0.15675564908065587	0.21512921907218785	0	0	6.0563508985683825	11.222824361971771	HIF1A
Amphetamine addiction	1/69	0.15887094888113906	0.21512921907218785	0	0	5.966986794717887	10.977245117600177	STX1A
Renin secretion	1/69	0.15887094888113906	0.21512921907218785	0	0	5.966986794717887	10.977245117600177	CLCA4
Central carbon metabolism in cancer	1/70	0.16098104828531062	0.21512921907218785	0	0	5.880212954747116	10.740024519792764	HIF1A
Prolactin signaling pathway	1/70	0.16098104828531062	0.21512921907218785	0	0	5.880212954747116	10.740024519792764	NFKB1
PPAR signaling pathway	1/74	0.16936969182663447	0.22430040268932674	0	0	5.556891249650545	9.867213018330611	CYP27A1
Thyroid hormone synthesis	1/75	0.1714539764404576	0.2250333440781006	0	0	5.4815223386651954	9.666337985731483	ALB
Arrhythmogenic right ventricular cardiomyopathy	1/77	0.1756071809118701	0.2274230629699045	0	0	5.336734693877551	9.283280446293812	ITGB6
Synaptic vesicle cycle	1/78	0.17767612543797884	0.2274230629699045	0	0	5.267161410018553	9.10056411919043	STX1A
Huntington disease	2/306	0.17791600164312257	0.2274230629699045	0	0	2.6927083333333335	4.648809448291678	DCTN4;STX1A
MicroRNAs in cancer	2/310	0.181502535739734	0.23000752373914565	0	0	2.6571969696969697	4.53446850958879	TGFB2;NFKB1
B cell receptor signaling pathway	1/81	0.18385247549919195	0.23099413588360015	0	0	5.0688775510204085	8.584760541358477	NFKB1
Peroxisome	1/82	0.1859011384602527	0.23158870638692497	0	0	5.00604686318972	8.422875391899517	NOS2
Insulin secretion	1/86	0.19404551285483848	0.23970328058538873	0	0	4.769507803121249	7.820383303288144	STX1A
Salivary secretion	1/93	0.2081064570390282	0.2528235469812987	0	0	4.40505767524401	6.914643337844717	SLC4A2
GnRH signaling pathway	1/93	0.2081064570390282	0.2528235469812987	0	0	4.40505767524401	6.914643337844717	EGR1
Staphylococcus aureus infection	1/95	0.2120795205832498	0.2555384387355551	0	0	4.310898827616153	6.685315939697291	KRT19
Prostate cancer	1/97	0.2160330472811356	0.2581858369945279	0	0	4.220663265306122	6.46742313757927	NFKB1
Choline metabolism in cancer	1/98	0.21800251374840374	0.25843846387915603	0	0	4.176940879444562	6.362519703204576	HIF1A
Longevity regulating pathway	1/102	0.2258320069783284	0.26557844020651417	0	0	4.010709234188725	5.967790506031058	NFKB1
Protein digestion and absorption	1/103	0.2277773453985499	0.26574023629830823	0	0	3.971188475390156	5.874923343943355	COL1A1
Parathyroid hormone synthesis, secretion and action	1/106	0.2335846623503299	0.2703696485472322	0	0	3.857142857142857	5.6090983677319475	EGR1
Neurotrophin signaling pathway	1/119	0.25825901303237825	0.2962449312972449	0	0	3.429955032860602	4.6434466139665425	NFKB1
AMPK signaling pathway	1/120	0.26012446216628154	0.2962449312972449	0	0	3.4009603841536613	4.579716458908873	CFTR
Thyroid hormone signaling pathway	1/121	0.26198531339212133	0.2962449312972449	0	0	3.372448979591837	4.517283552621874	HIF1A
Platelet activation	1/124	0.2675403902734135	0.3002170791617693	0	0	3.2896963663514187	4.337414433160371	COL1A1
Systemic lupus erythematosus	1/135	0.2875606166970605	0.3170219345270232	0	0	3.0179713676515383	3.7613629045399737	CD80
Autophagy	1/137	0.2911425929329805	0.3170219345270232	0	0	2.9732893157262907	3.668866926816198	HIF1A
Yersinia infection	1/137	0.2911425929329805	0.3170219345270232	0	0	2.9732893157262907	3.668866926816198	NFKB1
Estrogen signaling pathway	1/137	0.2911425929329805	0.3170219345270232	0	0	2.9732893157262907	3.668866926816198	KRT19
Cell adhesion molecules	1/148	0.3105302270346101	0.33564664245652703	0	0	2.749271137026239	3.215201203875706	CD80
mTOR signaling pathway	1/154	0.32088526962227143	0.3443075520764518	0	0	2.640656262505002	3.0015590720273457	TNFRSF1A
Tight junction	1/169	0.34611068164657255	0.36868311740613163	0	0	2.4030612244897958	2.5496399471999527	CFTR
Protein processing in endoplasmic reticulum	1/171	0.3494039111808349	0.3695134888027535	0	0	2.3745498199279713	2.4969025061029213	NFE2L2
Neutrophil extracellular trap formation	1/189	0.37832081798382067	0.39723685888301175	0	0	2.1452453321754232	2.085205747179162	NFKB1
Transcriptional misregulation in cancer	1/192	0.38301625183987076	0.3993148157479504	0	0	2.111229832247035	2.02610052252205	NFKB1
Viral carcinogenesis	1/203	0.3999373645428959	0.41401966611130775	0	0	1.9951505354617094	1.8284503867148747	NFKB1
Regulation of actin cytoskeleton	1/218	0.4222806321196029	0.434092677773298	0	0	1.8558262014483213	1.5998802666710514	ITGB6
Ras signaling pathway	1/232	0.4423976147030889	0.4516142316760699	0	0	1.7421150278293136	1.420775326637273	NFKB1
Chemical carcinogenesis	1/239	0.4521970360135466	0.4566898377309852	0	0	1.6902761104441777	1.3414661241804442	NFKB1
Calcium signaling pathway	1/240	0.45358310414097847	0.4566898377309852	0	0	1.6831184356587823	1.3306343458644796	NOS2
Parkinson disease	1/249	0.4659040445720373	0.4659040445720373	0	0	1.6212969058591178	1.2383069829953701	NFE2L2
