Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
T cell receptor signaling pathway	5/104	6.070787982586676E-6	2.289554324861261E-5	0	0	22.27946127946128	267.6213822766063	IL10;PTPRC;CD28;GRB2;TNF
Toll-like receptor signaling pathway	5/104	6.070787982586676E-6	2.289554324861261E-5	0	0	22.27946127946128	267.6213822766063	CD40;STAT1;TRAF6;IRF5;TNF
NF-kappa B signaling pathway	5/104	6.070787982586676E-6	2.289554324861261E-5	0	0	22.27946127946128	267.6213822766063	CD40;TRAF6;TNFAIP3;TRAF1;TNF
Transcriptional misregulation in cancer	6/192	8.095588346605614E-6	2.9683823937553917E-5	0	0	14.489736070381232	169.8804374775353	CDK9;CD40;IL2RB;REL;TRAF1;RUNX1
Viral carcinogenesis	6/203	1.1124184064625289E-5	3.968627828460914E-5	0	0	13.673050299953854	155.9601315647856	STAT3;REL;GRB2;TRAF1;IL6ST;JAK1
Viral myocarditis	4/60	1.5199477972841366E-5	5.279818664250159E-5	0	0	30.891304347826086	342.71583703038743	CD40;CD28;HLA-DPB1;HLA-DRB1
Cell adhesion molecules	5/148	3.359740343521294E-5	1.1371428854995149E-4	0	0	15.39005439005439	158.53390095708875	CD40;PTPRC;CD28;HLA-DPB1;HLA-DRB1
Antigen processing and presentation	4/78	4.301512988997168E-5	1.4194992863690651E-4	0	0	23.356051703877792	234.82077797050783	CIITA;HLA-DPB1;TNF;HLA-DRB1
AGE-RAGE signaling pathway in diabetic complications	4/100	1.1356720906997502E-4	3.5503404125135097E-4	0	0	17.983695652173914	163.34798914770596	STAT1;STAT3;TNF;AGER
Chemokine signaling pathway	5/192	1.1549478910912795E-4	3.5503404125135097E-4	0	0	11.742721330956625	106.46285996423897	CCL20;STAT1;STAT3;GRB2;CCR6
Primary immunodeficiency	3/38	1.1660554961914327E-4	3.5503404125135097E-4	0	0	36.319148936170215	328.93213337279053	CD40;CIITA;PTPRC
Kaposi sarcoma-associated herpesvirus infection	5/193	1.18344680417117E-4	3.5503404125135097E-4	0	0	11.67966903073286	105.60650652212237	STAT1;STAT3;TYK2;IL6ST;JAK1
TNF signaling pathway	4/112	1.7596171244768462E-4	5.161543565132082E-4	0	0	15.97584541062802	138.1150837500777	CCL20;TNFAIP3;TRAF1;TNF
Lipid and atherosclerosis	5/215	1.958873822022167E-4	5.621116184933174E-4	0	0	10.444444444444445	89.17436006445801	CD40;TRAF6;STAT3;TNF;AGER
Herpes simplex virus 1 infection	7/498	2.2493619137527925E-4	6.317356864156779E-4	0	0	6.451617486856439	54.19161133895087	STAT1;TRAF6;HLA-DPB1;TYK2;TNF;HLA-DRB1;JAK1
Human cytomegalovirus infection	5/225	2.418296146603864E-4	6.650314403160626E-4	0	0	9.964646464646465	82.9783728271654	STAT3;GRB2;TNF;IL6R;JAK1
Malaria	3/50	2.6526273964070014E-4	7.145853394402534E-4	0	0	27.02987777274785	222.5853605029436	IL10;CD40;TNF
Yersinia infection	4/137	3.8005762975849497E-4	0.0010033521425624268	0	0	12.956521739130435	102.03504010982898	IL10;FCGR2A;TRAF6;TNF
Signaling pathways regulating pluripotency of stem cells	4/143	4.470419649990082E-4	0.001157049791762139	0	0	12.393493900531748	95.58925964856984	STAT3;GRB2;IL6ST;JAK1
Acute myeloid leukemia	3/67	6.292667740133991E-4	0.0015973695032647822	0	0	19.83311170212766	146.18897916479884	STAT3;GRB2;RUNX1
Prolactin signaling pathway	3/70	7.152738836628206E-4	0.0017814368423300438	0	0	18.94220387424579	137.19544727387992	STAT1;STAT3;GRB2
Pancreatic cancer	3/76	9.089746531003115E-4	0.0021815391674407476	0	0	17.38006412124745	121.71594945135638	STAT1;STAT3;JAK1
Pertussis	3/76	9.089746531003115E-4	0.0021815391674407476	0	0	17.38006412124745	121.71594945135638	IL10;TRAF6;TNF
Human papillomavirus infection	5/331	0.001386524782808201	0.0032682369880479025	0	0	6.688479890933879	44.01658396803522	STAT1;GRB2;TYK2;TNF;JAK1
PI3K-Akt signaling pathway	5/354	0.001862148814727307	0.004312344623579027	0	0	6.240369309137217	39.22711237773203	IL2RA;IL2RB;GRB2;IL6R;JAK1
Chagas disease	3/102	0.002121212982648662	0.0048275881674073	0	0	12.798839458413926	78.78667603753651	IL10;TRAF6;TNF
C-type lectin receptor signaling pathway	3/104	0.0022418858798504493	0.005015744680343378	0	0	12.544133136717926	76.5247046664134	IL10;STAT1;TNF
Growth hormone synthesis, secretion and action	3/119	0.0032837193495461473	0.007224182569001525	0	0	10.913793103448276	62.413565909911824	STAT1;STAT3;GRB2
African trypanosomiasis	2/37	0.0038576315924392225	0.008347661806589794	0	0	23.708333333333332	131.76384828572083	IL10;TNF
FoxO signaling pathway	3/131	0.004299845025739212	0.00915450876447703	0	0	9.884640957446809	53.86315121420032	IL10;STAT3;GRB2
Phagosome	3/152	0.006496107775646001	0.013610892482305906	0	0	8.482507496787091	42.72259082051396	FCGR2A;HLA-DPB1;HLA-DRB1
Neutrophil extracellular trap formation	3/189	0.011755691339677188	0.0242461133880842	0	0	6.782429649965683	30.13716854116709	FCGR2A;PADI4;AGER
Fc epsilon RI signaling pathway	2/68	0.01256089224520355	0.02550827348256721	0	0	12.553030303030303	54.94671101969335	GRB2;TNF
Adipocytokine signaling pathway	2/69	0.012915373039423325	0.025767565795437552	0	0	12.365049751243781	53.77976800231812	STAT3;TNF
Pathogenic Escherichia coli infection	3/197	0.013137476004219155	0.025767565795437552	0	0	6.500109673173942	28.160336535989156	FCGR2A;TRAF6;TNF
RIG-I-like receptor signaling pathway	2/70	0.013274200561286012	0.025767565795437552	0	0	12.182598039215685	52.65237170003471	TRAF6;TNF
Non-small cell lung cancer	2/72	0.014004803729585262	0.02679179843920659	0	0	11.833333333333334	50.50886613536219	STAT3;GRB2
Proteoglycans in cancer	3/205	0.014608568257308153	0.027547585856638232	0	0	6.240151674741942	26.371798625884296	STAT3;GRB2;TNF
Chronic myeloid leukemia	2/76	0.015517162822490733	0.028848809754489814	0	0	11.191441441441441	46.62140287744705	GRB2;RUNX1
Small cell lung cancer	2/92	0.022222383975626977	0.04074103728864946	0	0	9.194444444444445	35.00007985571613	TRAF6;TRAF1
Salmonella infection	3/249	0.02432234530488415	0.043569477190284686	0	0	5.112610275038921	19.00029925474201	PTPRC;TRAF6;TNF
Fc gamma R-mediated phagocytosis	2/97	0.024523395696302068	0.043569477190284686	0	0	8.708333333333334	32.29161197321332	PTPRC;FCGR2A
Choline metabolism in cancer	2/98	0.02499487952283687	0.043569477190284686	0	0	8.6171875	31.789531066243494	SLC22A4;GRB2
Endocytosis	3/252	0.025085456564103305	0.043569477190284686	0	0	5.050243527300692	18.612505965510472	IL2RA;TRAF6;IL2RB
Amoebiasis	2/102	0.02691772640191098	0.046144673831847394	0	0	8.270833333333334	29.898816321570965	IL10;TNF
Insulin resistance	2/108	0.02991047692165705	0.05061773017511193	0	0	7.800314465408805	27.37556602865933	STAT3;TNF
HIF-1 signaling pathway	2/109	0.030421664588174364	0.05083113576758248	0	0	7.72702492211838	26.987409356009476	STAT3;IL6R
Neurotrophin signaling pathway	2/119	0.03572213956233325	0.05894153027784986	0	0	7.063034188034188	23.533921331722766	TRAF6;GRB2
MAPK signaling pathway	3/294	0.03711748806712986	0.060487758331619026	0	0	4.312129853037947	14.202719986223858	TRAF6;GRB2;TNF
Natural killer cell mediated cytotoxicity	2/131	0.04251576774636915	0.068440016372204	0	0	6.4021317829457365	20.217165618082923	GRB2;TNF
Apoptosis	2/142	0.04913219876441706	0.07813795466148256	0	0	5.895833333333333	17.765564841290935	TRAF1;TNF
mTOR signaling pathway	2/154	0.0567455048100272	0.08913520143933125	0	0	5.427083333333333	15.571272642043727	GRB2;TNF
Non-alcoholic fatty liver disease	2/155	0.057397667593508755	0.08913520143933125	0	0	5.391339869281046	15.407110195493528	TNF;IL6R
Alzheimer disease	3/369	0.06467443885282256	0.0992677433554951	0	0	3.415416811998605	9.352740604932352	APP;TNF;AGER
Human immunodeficiency virus 1 infection	2/212	0.09845760892281058	0.14938395836564364	0	0	3.9166666666666665	9.079339326341122	TRAF6;TNF
ABC transporters	1/45	0.10663918735293466	0.159958781029402	0	0	9.232838589981448	20.665901611884028	DEFB1
Type II diabetes mellitus	1/46	0.10887762220856746	0.16148141720821244	0	0	9.02721088435374	20.018117808730278	TNF
Ras signaling pathway	2/232	0.11438014460998691	0.16748429455714306	0	0	3.572463768115942	7.745915171502187	REL;GRB2
Pathways of neurodegeneration	3/475	0.11546265761136379	0.16748429455714306	0	0	2.6340605842048324	5.686431356735092	APP;TNF;AGER
Chemical carcinogenesis	2/239	0.12010318686503207	0.1723219637628721	0	0	3.465717299578059	7.345255160108276	STAT3;GRB2
Shigellosis	2/246	0.12589722864430564	0.17869284065643382	0	0	3.3650956284153004	6.973451834282437	TRAF6;TNF
Legionellosis	1/57	0.13314051228520932	0.18696327257071946	0	0	7.25	14.618539131965724	TNF
Endometrial cancer	1/58	0.13531385173981347	0.18801503610163559	0	0	7.122448979591836	14.246025949065045	GRB2
Renal cell carcinoma	1/69	0.15887094888113906	0.2184475547115662	0	0	5.966986794717887	10.977245117600177	GRB2
Inositol phosphate metabolism	1/73	0.1672802691231711	0.2276391291160679	0	0	5.634353741496598	10.074701240888364	PIP4K2A
Glioma	1/75	0.1714539764404576	0.23093800908306533	0	0	5.4815223386651954	9.666337985731483	GRB2
MicroRNAs in cancer	2/310	0.181502535739734	0.24200338098631197	0	0	2.6571969696969697	4.53446850958879	STAT3;GRB2
B cell receptor signaling pathway	1/81	0.18385247549919195	0.2426852676589334	0	0	5.0688775510204085	8.584760541358477	GRB2
ErbB signaling pathway	1/85	0.19201693664513086	0.2509528280906661	0	0	4.826530612244898	7.964604221414354	GRB2
Colorectal cancer	1/86	0.19404551285483848	0.2511177225180263	0	0	4.769507803121249	7.820383303288144	GRB2
Gap junction	1/88	0.19808770290364253	0.25385996876971667	0	0	4.659394792399718	7.5437717166037235	GRB2
Hypertrophic cardiomyopathy	1/90	0.20211002319239676	0.2565242602057343	0	0	4.55423068103646	7.281955543769811	TNF
GnRH signaling pathway	1/93	0.2081064570390282	0.2616180022120174	0	0	4.40505767524401	6.914643337844717	GRB2
TGF-beta signaling pathway	1/94	0.2100954368002021	0.2616180022120174	0	0	4.357472021066491	6.79849904676328	TNF
Dilated cardiomyopathy	1/96	0.2140587201245348	0.2616180022120174	0	0	4.26530612244898	6.5749903239841245	TNF
Phosphatidylinositol signaling system	1/97	0.2160330472811356	0.2616180022120174	0	0	4.220663265306122	6.46742313757927	PIP4K2A
Prostate cancer	1/97	0.2160330472811356	0.2616180022120174	0	0	4.220663265306122	6.46742313757927	GRB2
Serotonergic synapse	1/113	0.2469691364760274	0.29636296377123283	0	0	3.614795918367347	5.055262825364014	APP
Sphingolipid signaling pathway	1/119	0.25825901303237825	0.30711882630877413	0	0	3.429955032860602	4.6434466139665425	TNF
Thyroid hormone signaling pathway	1/121	0.26198531339212133	0.3087684050692859	0	0	3.372448979591837	4.517283552621874	STAT1
Platelet activation	1/124	0.2675403902734135	0.3125250576645184	0	0	3.2896963663514187	4.337414433160371	FCGR2A
Relaxin signaling pathway	1/129	0.2767079241059198	0.3203986489647493	0	0	3.1603954081632653	4.060453122404681	GRB2
Autophagy	1/137	0.2911425929329805	0.3284685663859267	0	0	2.9732893157262907	3.668866926816198	TRAF6
Estrogen signaling pathway	1/137	0.2911425929329805	0.3284685663859267	0	0	2.9732893157262907	3.668866926816198	GRB2
Insulin signaling pathway	1/137	0.2911425929329805	0.3284685663859267	0	0	2.9732893157262907	3.668866926816198	GRB2
Fluid shear stress and atherosclerosis	1/139	0.29470691822637646	0.32887133167999344	0	0	2.929902395740905	3.579678317757992	TNF
Ubiquitin mediated proteolysis	1/140	0.2964824884084789	0.32887133167999344	0	0	2.9086771399207163	3.5362740390257685	TRAF6
Breast cancer	1/147	0.30878940825208556	0.33786238418033987	0	0	2.7682415431926195	3.252948903166252	GRB2
Phospholipase D signaling pathway	1/148	0.3105302270346101	0.33786238418033987	0	0	2.749271137026239	3.215201203875706	GRB2
Gastric cancer	1/149	0.3122667490151626	0.33786238418033987	0	0	2.7305570876999448	3.1780885451938787	GRB2
Hepatocellular carcinoma	1/168	0.34445794624435677	0.3684404030431256	0	0	2.4175730172308443	2.5766088705447237	GRB2
Tight junction	1/169	0.34611068164657255	0.3684404030431256	0	0	2.4030612244897958	2.5496399471999527	RUNX1
Protein processing in endoplasmic reticulum	1/171	0.3494039111808349	0.3689705302069617	0	0	2.3745498199279713	2.4969025061029213	ERP29
Alcoholism	1/186	0.3735903703808139	0.3913803880179955	0	0	2.1803640375068944	2.146776288649915	GRB2
Focal adhesion	1/201	0.39689500106482833	0.41243540718486144	0	0	2.0153061224489797	1.8623111638641865	GRB2
Diabetic cardiomyopathy	1/203	0.3999373645428959	0.41243540718486144	0	0	1.9951505354617094	1.8284503867148747	AGER
Regulation of actin cytoskeleton	1/218	0.4222806321196029	0.4321011119363378	0	0	1.8558262014483213	1.5998802666710514	PIP4K2A
Thermogenesis	1/232	0.4423976147030889	0.44920373185236717	0	0	1.7421150278293136	1.420775326637273	GRB2
Prion disease	1/273	0.4974441859988057	0.501241469861392	0	0	1.4764405762304922	1.0309569924227397	TNF
Amyotrophic lateral sclerosis	1/364	0.6012889018007975	0.6012889018007975	0	0	1.1011975037949064	0.560156879867711	TNF
