Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Mitophagy	3/68	6.571555344566322E-4	0.002039920304875796	0	0	19.527004909983635	143.08588265054038	KRAS;TP53;HRAS
Renal cell carcinoma	3/69	6.858216610371124E-4	0.002085457703969995	0	0	19.230174081237912	140.08975927188362	KRAS;HRAS;VEGFA
Prolactin signaling pathway	3/70	7.152738836628206E-4	0.0021315161733152055	0	0	18.94220387424579	137.19544727387992	CCND1;KRAS;HRAS
ErbB signaling pathway	3/85	0.0012570974643791543	0.003672696513578313	0	0	15.465490399584846	103.29323424451243	ERBB2;KRAS;HRAS
PD-L1 expression and PD-1 checkpoint pathway in cancer	3/89	0.0014352931477222535	0.004112666904050303	0	0	14.743196437407224	96.51465720793364	KRAS;HRAS;MYD88
Small cell lung cancer	3/92	0.0015788398918981138	0.004438625356468283	0	0	14.244083193879991	91.88950579800434	RB1;CCND1;TP53
Epstein-Barr virus infection	4/202	0.0016177816738448417	0.004463879063016322	0	0	8.674571805006588	55.74886546020344	RB1;CCND1;TP53;MYD88
Progesterone-mediated oocyte maturation	3/100	0.0020046761378758565	0.005430849900790956	0	0	13.064049133581927	81.15743654844592	KRAS;IGF1;IGF1R
T cell receptor signaling pathway	3/104	0.0022418858798504493	0.005860368352591526	0	0	12.544133136717926	76.5247046664134	CTLA4;KRAS;HRAS
C-type lectin receptor signaling pathway	3/104	0.0022418858798504493	0.005860368352591526	0	0	12.544133136717926	76.5247046664134	EGR2;KRAS;HRAS
Sphingolipid signaling pathway	3/119	0.0032837193495461473	0.008154569718039599	0	0	10.913793103448276	62.413565909911824	KRAS;TP53;HRAS
Growth hormone synthesis, secretion and action	3/119	0.0032837193495461473	0.008154569718039599	0	0	10.913793103448276	62.413565909911824	KRAS;IGF1;HRAS
Neurotrophin signaling pathway	3/119	0.0032837193495461473	0.008154569718039599	0	0	10.913793103448276	62.413565909911824	KRAS;TP53;HRAS
AMPK signaling pathway	3/120	0.003362037049481758	0.008212188858570196	0	0	10.819967266775777	61.62196656098476	CCND1;IGF1;IGF1R
Aldosterone-regulated sodium reabsorption	2/37	0.0038576315924392225	0.00927075979473297	0	0	23.708333333333332	131.76384828572083	KRAS;IGF1
Relaxin signaling pathway	3/129	0.0041187773755245296	0.009741235380208808	0	0	10.042553191489361	55.15569972379198	KRAS;HRAS;VEGFA
Apelin signaling pathway	3/137	0.004871849321860696	0.011167777676265287	0	0	9.439187043505875	50.256890616051635	CCND1;KRAS;HRAS
Autophagy	3/137	0.004871849321860696	0.011167777676265287	0	0	9.439187043505875	50.256890616051635	KRAS;HRAS;IGF1R
Measles	3/139	0.005072238171854362	0.011450961933428788	0	0	9.299436795994994	49.137973919606814	CCND1;TP53;MYD88
Cell adhesion molecules	3/148	0.006035329465923697	0.013421852095860162	0	0	8.718268525311812	44.55144049537493	MPZ;CTLA4;CD99
Pathways of neurodegeneration	5/475	0.006511233343780528	0.014267261297401452	0	0	4.6052009456264775	23.18362411779975	FUS;DDIT3;KRAS;TNFRSF1B;HRAS
Oxytocin signaling pathway	3/154	0.006734164844589255	0.014541892200634768	0	0	8.369310976468931	41.85125407551329	CCND1;KRAS;HRAS
Cushing syndrome	3/155	0.00685512285061963	0.01459161863917607	0	0	8.313829787234043	41.42581056937343	RB1;CCND1;CDKN2A
Ovarian steroidogenesis	2/51	0.00722250262714212	0.015157082978086983	0	0	16.922619047619047	83.43788300609687	IGF1;IGF1R
Axon guidance	3/182	0.010619178254514326	0.02197579944336993	0	0	7.05016046594556	32.04363951820088	CXCR4;KRAS;HRAS
GnRH secretion	2/64	0.01118690003742748	0.022672899234001537	0	0	13.365591397849462	60.051760195429935	KRAS;HRAS
Alcoholism	3/186	0.011260366062524252	0.022672899234001537	0	0	6.894663411231252	30.93267398810932	KRAS;HRAS;SLC29A3
Long-term potentiation	2/67	0.012210781302115073	0.02404281475306153	0	0	12.746794871794872	56.15518906635068	KRAS;HRAS
Chemokine signaling pathway	3/192	0.012263449135789773	0.02404281475306153	0	0	6.673758865248227	29.37209407315179	CXCR4;KRAS;HRAS
Fc epsilon RI signaling pathway	2/68	0.01256089224520355	0.024306142136822455	0	0	12.553030303030303	54.94671101969335	KRAS;HRAS
Amyotrophic lateral sclerosis	4/364	0.012871288261686096	0.024587460910143955	0	0	4.731884057971015	20.59673750232504	FUS;DDIT3;TNFRSF1B;TP53
Adherens junction	2/71	0.01363735177477663	0.025721081195464787	0	0	12.005434782608695	51.56265564232933	ERBB2;IGF1R
Regulation of actin cytoskeleton	3/218	0.017191451228524356	0.032019077913126616	0	0	5.858980702622464	23.807048461348653	CXCR4;KRAS;HRAS
B cell receptor signaling pathway	2/81	0.017501658697958892	0.032194409209825615	0	0	10.48048523206751	42.398379802278754	KRAS;HRAS
Gap junction	2/88	0.020450527887125446	0.03716010555099624	0	0	9.624031007751938	37.43504172973695	KRAS;HRAS
Calcium signaling pathway	3/240	0.022110403168695048	0.039692169543801954	0	0	5.3091839482897925	20.237053883333374	ERBB2;CXCR4;VEGFA
GnRH signaling pathway	2/93	0.022674995409076425	0.039747933128851616	0	0	9.092948717948717	34.43038199107018	KRAS;HRAS
Rheumatoid arthritis	2/93	0.022674995409076425	0.039747933128851616	0	0	9.092948717948717	34.43038199107018	CTLA4;VEGFA
Choline metabolism in cancer	2/98	0.02499487952283687	0.04296244859829187	0	0	8.6171875	31.789531066243494	KRAS;HRAS
Endocytosis	3/252	0.025085456564103305	0.04296244859829187	0	0	5.050243527300692	18.612505965510472	CXCR4;HRAS;IGF1R
Viral protein interaction with cytokine and cytokine receptor	2/100	0.025948961945953097	0.04393631056757967	0	0	8.44047619047619	30.82144266223132	CXCR4;TNFRSF1B
Melanogenesis	2/101	0.02643151920502357	0.04425052091627542	0	0	8.35479797979798	30.35463590957481	KRAS;HRAS
NF-kappa B signaling pathway	2/104	0.0279010087799889	0.04619167009131495	0	0	8.107843137254902	29.018720027145317	PARP1;MYD88
Serotonergic synapse	2/113	0.03250109931246501	0.05263764997344877	0	0	7.447072072072072	25.517253680402074	KRAS;HRAS
Cholinergic synapse	2/113	0.03250109931246501	0.05263764997344877	0	0	7.447072072072072	25.517253680402074	KRAS;HRAS
Leukocyte transendothelial migration	2/114	0.03302953017935412	0.05291827953466413	0	0	7.380208333333333	25.169117576656426	CXCR4;CD99
Oocyte meiosis	2/129	0.041351953471259945	0.06554724539593332	0	0	6.5036089238845145	20.718128222258283	IGF1;IGF1R
Natural killer cell mediated cytotoxicity	2/131	0.04251576774636915	0.06668262520220003	0	0	6.4021317829457365	20.217165618082923	KRAS;HRAS
Estrogen signaling pathway	2/137	0.046080253337353536	0.07078306955943997	0	0	6.1157407407407405	18.820401760879264	KRAS;HRAS
Insulin signaling pathway	2/137	0.046080253337353536	0.07078306955943997	0	0	6.1157407407407405	18.820401760879264	KRAS;HRAS
Fluid shear stress and atherosclerosis	2/139	0.04729227939443079	0.0719035676507162	0	0	6.025851581508515	18.3873330672393	TP53;VEGFA
Phospholipase D signaling pathway	2/148	0.052889062238365064	0.07960070983349893	0	0	5.651826484018265	16.61387585032132	KRAS;HRAS
JAK-STAT signaling pathway	2/162	0.062035997186313606	0.09243363580760727	0	0	5.153645833333333	14.327343946785978	CCND1;HRAS
Alzheimer disease	3/369	0.06467443885282256	0.09457487084757206	0	0	3.415416811998605	9.352740604932352	DDIT3;KRAS;HRAS
Wnt signaling pathway	2/166	0.06474252903659296	0.09457487084757206	0	0	5.0269308943089435	13.760403766207606	CCND1;TP53
Tight junction	2/169	0.06679838762881467	0.09663067724945035	0	0	4.935878243512974	13.356863312266361	CCND1;ERBB2
Base excision repair	1/33	0.0793443657059371	0.11367606240562142	0	0	12.70280612244898	32.18837516559274	PARP1
African trypanosomiasis	1/37	0.08853222789026767	0.12563144719666555	0	0	11.289115646258503	27.36920368672352	MYD88
Ferroptosis	1/41	0.09763021468476817	0.13595235502832204	0	0	10.158163265306122	23.633660200289185	TP53
Homologous recombination	1/41	0.09763021468476817	0.13595235502832204	0	0	10.158163265306122	23.633660200289185	NBN
Basal transcription factors	1/45	0.10663918735293466	0.14712258255173394	0	0	9.232838589981448	20.665901611884028	TAF15
Intestinal immune network for IgA production	1/48	0.11333801483691312	0.15492994688715647	0	0	8.642205818497612	18.81737166641443	CXCR4
Thermogenesis	2/232	0.11438014460998691	0.15493310497170953	0	0	3.572463768115942	7.745915171502187	KRAS;HRAS
Malaria	1/50	0.1177765260040411	0.15809641778920833	0	0	8.28862973760933	17.7290996615035	MYD88
Autoimmune thyroid disease	1/53	0.12439349491287167	0.1640232809028131	0	0	7.8092621664050235	16.276887238960814	CTLA4
Glycosaminoglycan biosynthesis	1/53	0.12439349491287167	0.1640232809028131	0	0	7.8092621664050235	16.276887238960814	EXT1
Shigellosis	2/246	0.12589722864430564	0.16454988656141703	0	0	3.3650956284153004	6.973451834282437	TP53;MYD88
Salmonella infection	2/249	0.12840111300152676	0.164929015838168	0	0	3.323717948717949	6.822250896314676	HRAS;MYD88
Parkinson disease	2/249	0.12840111300152676	0.164929015838168	0	0	3.323717948717949	6.822250896314676	DDIT3;TP53
Hedgehog signaling pathway	1/56	0.13096181981447472	0.16678043719963018	0	0	7.382189239332097	15.00687933540933	CCND1
Legionellosis	1/57	0.13314051228520932	0.1681181044957304	0	0	7.25	14.618539131965724	MYD88
Viral myocarditis	1/60	0.13964452305344063	0.1748490246635517	0	0	6.88031822898651	13.544974303558986	CCND1
Basal cell carcinoma	1/63	0.1461007034145454	0.18140837340639387	0	0	6.54641211323239	12.591756250239605	TP53
Adipocytokine signaling pathway	1/69	0.15887094888113906	0.1956344742420638	0	0	5.966986794717887	10.977245117600177	TNFRSF1B
Cytokine-cytokine receptor interaction	2/295	0.16811632853906308	0.20532240124852785	0	0	2.795364050056883	4.98441114256764	CXCR4;TNFRSF1B
Pertussis	1/76	0.17353313536390655	0.21021493633513882	0	0	5.408163265306122	9.4717853003048	MYD88
Leishmaniasis	1/77	0.1756071809118701	0.21101185448281168	0	0	5.336734693877551	9.283280446293812	MYD88
Hypertrophic cardiomyopathy	1/90	0.20211002319239676	0.24091514764533695	0	0	4.55423068103646	7.281955543769811	IGF1
Dilated cardiomyopathy	1/96	0.2140587201245348	0.25313293094091815	0	0	4.26530612244898	6.5749903239841245	IGF1
mRNA surveillance pathway	1/98	0.21800251374840374	0.2537685511602512	0	0	4.176940879444562	6.362519703204576	FUS
Inflammatory mediator regulation of TRP channels	1/98	0.21800251374840374	0.2537685511602512	0	0	4.176940879444562	6.362519703204576	IGF1
Chagas disease	1/102	0.2258320069783284	0.26084472123853436	0	0	4.010709234188725	5.967790506031058	MYD88
Toll-like receptor signaling pathway	1/104	0.22971789307458146	0.2632920466777895	0	0	3.932435109966317	5.78423168094792	MYD88
TNF signaling pathway	1/112	0.24507118869589983	0.27663338724006875	0	0	3.647545504688362	5.129202360192396	TNFRSF1B
Toxoplasmosis	1/112	0.24507118869589983	0.27663338724006875	0	0	3.647545504688362	5.129202360192396	MYD88
Yersinia infection	1/137	0.2911425929329805	0.32616726576702326	0	0	2.9732893157262907	3.668866926816198	MYD88
Spinocerebellar ataxia	1/143	0.3017829564686885	0.3355646307002581	0	0	2.8467950560505892	3.410594866305226	CIC
Spliceosome	1/150	0.3139989845586295	0.34656184221656144	0	0	2.712094233666621	3.141596466170354	FUS
Non-alcoholic fatty liver disease	1/155	0.3225962281219006	0.3534326322806117	0	0	2.6233766233766236	2.9679671260643183	DDIT3
Necroptosis	1/159	0.32939791820297204	0.3582502906003126	0	0	2.5564453629553086	2.8389038953772054	PARP1
Hippo signaling pathway	1/163	0.33613266608727643	0.36292584961597235	0	0	2.492819349962207	2.717794694415788	CCND1
Protein processing in endoplasmic reticulum	1/171	0.3494039111808349	0.3736115666463133	0	0	2.3745498199279713	2.4969025061029213	DDIT3
Influenza A	1/172	0.35104442503680444	0.3736115666463133	0	0	2.360544217687075	2.4711180018684864	MYD88
Herpes simplex virus 1 infection	2/498	0.3547702995313325	0.3748991108522592	0	0	1.6342405913978495	1.6935385904454354	TP53;MYD88
Tuberculosis	1/180	0.3640234091355428	0.38096881327464754	0	0	2.2541329380914377	2.2778849681371156	MYD88
NOD-like receptor signaling pathway	1/181	0.36562778723674233	0.38096881327464754	0	0	2.241496598639456	2.2552581276159067	MYD88
RNA transport	1/186	0.3735903703808139	0.38656225824125884	0	0	2.1803640375068944	2.146776288649915	FUS
Pathogenic Escherichia coli infection	1/197	0.3907648554462843	0.4015445755965267	0	0	2.056851311953353	1.9327188803146698	MYD88
Diabetic cardiomyopathy	1/203	0.3999373645428959	0.4081552555951472	0	0	1.9951505354617094	1.8284503867148747	PARP1
Coronavirus disease	1/232	0.4423976147030889	0.44841662986911734	0	0	1.7421150278293136	1.420775326637273	MYD88
Prion disease	1/273	0.4974441859988057	0.5008052953636625	0	0	1.4764405762304922	1.0309569924227397	DDIT3
Huntington disease	1/306	0.5378493420766995	0.5378493420766995	0	0	1.314486450317832	0.8152139890333826	TP53
