Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
AMPK signaling pathway	3/120	0.003362037049481758	0.006025036692635626	0	0	10.819967266775777	61.62196656098476	PIK3CA;TSC2;PPARG
African trypanosomiasis	2/37	0.0038576315924392225	0.006778944837199022	0	0	23.708333333333332	131.76384828572083	IFNG;TNF
Aldosterone-regulated sodium reabsorption	2/37	0.0038576315924392225	0.006778944837199022	0	0	23.708333333333332	131.76384828572083	PIK3CA;KRAS
Allograft rejection	2/38	0.0040654672914765	0.007075476728435062	0	0	23.04861111111111	126.88782669928547	IFNG;TNF
Insulin signaling pathway	3/137	0.004871849321860696	0.00839814025958844	0	0	9.439187043505875	50.256890616051635	PIK3CA;TSC2;KRAS
Graft-versus-host disease	2/42	0.0049475924537835565	0.00844824749183796	0	0	20.739583333333332	110.1034239545967	IFNG;TNF
Type I diabetes mellitus	2/43	0.005180691162792406	0.008763599069770332	0	0	20.232723577235774	106.48111760263689	IFNG;TNF
Type II diabetes mellitus	2/46	0.0059097422436154325	0.009904290241614752	0	0	18.85037878787879	96.72417883948357	PIK3CA;TNF
Non-alcoholic fatty liver disease	3/155	0.00685512285061963	0.011383277394148194	0	0	8.313829787234043	41.42581056937343	PIK3CA;PPARG;TNF
Malaria	2/50	0.006950299465156898	0.011436401847212715	0	0	17.276041666666668	85.84414194819459	IFNG;TNF
Regulation of lipolysis in adipocytes	2/55	0.008358830212753155	0.013630164581156045	0	0	15.642295597484276	74.83957451132376	PIK3CA;PTGS2
Hedgehog signaling pathway	2/56	0.008654668543521428	0.01398656255694088	0	0	15.351851851851851	72.91602120992282	CCND2;BCL2
Notch signaling pathway	2/59	0.009570010787955807	0.015328955332920363	0	0	14.541666666666666	67.6059670933825	JAG2;HES1
Tuberculosis	3/180	0.01030679429305003	0.016364296202123294	0	0	7.130544536602957	32.621898711524636	IFNG;BCL2;TNF
GnRH secretion	2/64	0.01118690003742748	0.017607207884994553	0	0	13.365591397849462	60.051760195429935	PIK3CA;KRAS
Inflammatory bowel disease	2/65	0.011523761866123172	0.017981042222140465	0	0	13.152777777777779	58.70537343689256	IFNG;TNF
Mitophagy	2/68	0.01256089224520355	0.01943180766138327	0	0	12.553030303030303	54.94671101969335	KRAS;TP53
Pathogenic Escherichia coli infection	3/197	0.013137476004219155	0.02015155217596328	0	0	6.500109673173942	28.160336535989156	TNFSF10;TNFRSF10A;TNF
Diabetic cardiomyopathy	3/203	0.014232378783234469	0.021647567729121336	0	0	6.303191489361702	26.802655963713278	PIK3CA;MMP9;TGFBR2
Antigen processing and presentation	2/78	0.0162985561731684	0.024583655561195666	0	0	10.895833333333334	44.85464558420347	IFNG;TNF
B cell receptor signaling pathway	2/81	0.017501658697958892	0.026180167143227764	0	0	10.48048523206751	42.398379802278754	PIK3CA;KRAS
Thermogenesis	3/232	0.02024165428659951	0.03003065103175829	0	0	5.496887484901979	21.43793102563893	TSC2;PPARG;KRAS
Gap junction	2/88	0.020450527887125446	0.03009386624040411	0	0	9.624031007751938	37.43504172973695	KRAS;EGFR
Th1 and Th2 cell differentiation	2/92	0.022222383975626977	0.03243751209345551	0	0	9.194444444444445	35.00007985571613	JAG2;IFNG
GnRH signaling pathway	2/93	0.022674995409076425	0.032833393352342664	0	0	9.092948717948717	34.43038199107018	KRAS;EGFR
Progesterone-mediated oocyte maturation	2/100	0.025948961945953097	0.03727588977950405	0	0	8.44047619047619	30.82144266223132	PIK3CA;KRAS
Melanogenesis	2/101	0.02643151920502357	0.0376701179221202	0	0	8.35479797979798	30.35463590957481	TCF7L2;KRAS
Toll-like receptor signaling pathway	2/104	0.0279010087799889	0.03945377022795306	0	0	8.107843137254902	29.018720027145317	PIK3CA;TNF
Insulin resistance	2/108	0.02991047692165705	0.04196741335519323	0	0	7.800314465408805	27.37556602865933	PIK3CA;TNF
Serotonergic synapse	2/113	0.03250109931246501	0.04525153058120128	0	0	7.447072072072072	25.517253680402074	KRAS;PTGS2
Leukocyte transendothelial migration	2/114	0.03302953017935412	0.04563622108750455	0	0	7.380208333333333	25.169117576656426	PIK3CA;MMP9
Growth hormone synthesis, secretion and action	2/119	0.03572213956233325	0.048982630763502406	0	0	7.063034188034188	23.533921331722766	PIK3CA;KRAS
Systemic lupus erythematosus	2/135	0.04488006324931198	0.061077379309214044	0	0	6.208333333333333	19.26918665258641	IFNG;TNF
Apelin signaling pathway	2/137	0.046080253337353536	0.06178167299304437	0	0	6.1157407407407405	18.820401760879264	SMAD4;KRAS
Yersinia infection	2/137	0.046080253337353536	0.06178167299304437	0	0	6.1157407407407405	18.820401760879264	PIK3CA;TNF
Amyotrophic lateral sclerosis	3/364	0.06260581180674998	0.08329530815096263	0	0	3.463605823068309	9.597295555201175	BCL2;TP53;TNF
Maturity onset diabetes of the young	1/26	0.06304672495404354	0.08329530815096263	0	0	16.26530612244898	44.95534064809558	HES1
Asthma	1/31	0.07471646000262763	0.09796828577047866	0	0	13.551020408163266	35.15209038871121	TNF
NOD-like receptor signaling pathway	2/181	0.07523531338174881	0.09796828577047866	0	0	4.602188081936685	11.90647986328784	BCL2;TNF
Axon guidance	2/182	0.07595327125893173	0.09819672927047603	0	0	4.576388888888889	11.79626923326343	PIK3CA;KRAS
Base excision repair	1/33	0.0793443657059371	0.10185340562251499	0	0	12.70280612244898	32.18837516559274	MUTYH
Chemokine signaling pathway	2/192	0.08325238225198861	0.10611747315218267	0	0	4.333333333333333	10.772140317863167	PIK3CA;KRAS
Ferroptosis	1/41	0.09763021468476817	0.12357390809750378	0	0	10.158163265306122	23.633660200289185	TP53
Proteasome	1/46	0.10887762220856746	0.13685312235937994	0	0	9.02721088435374	20.018117808730278	IFNG
Carbohydrate digestion and absorption	1/47	0.11111056030365549	0.13869663044801134	0	0	8.830523513753327	19.402687070536402	PIK3CA
Cysteine and methionine metabolism	1/50	0.1177765260040411	0.14601062470363999	0	0	8.28862973760933	17.7290996615035	DNMT1
Ovarian steroidogenesis	1/51	0.11998760892209076	0.14773984499930903	0	0	8.122448979591837	17.22257115519733	PTGS2
Endocytosis	2/252	0.13091697705292177	0.1590878482310062	0	0	3.283333333333333	6.675646802845627	EGFR;TGFBR2
Pyrimidine metabolism	1/56	0.13096181981447472	0.1590878482310062	0	0	7.382189239332097	15.00687933540933	TYMS
Legionellosis	1/57	0.13314051228520932	0.16065621815748593	0	0	7.25	14.618539131965724	TNF
Long-term depression	1/60	0.13964452305344063	0.16738846803094537	0	0	6.88031822898651	13.544974303558986	KRAS
Arachidonic acid metabolism	1/61	0.1418018805927374	0.16885618675845707	0	0	6.76530612244898	13.214837540593157	PTGS2
Prion disease	2/273	0.14883793051696106	0.1760762445984964	0	0	3.0256765067650675	5.763602946924966	PIK3CA;TNF
Long-term potentiation	1/67	0.15463513630999146	0.18174649137732762	0	0	6.148423005565863	11.477180657220888	KRAS
Adipocytokine signaling pathway	1/69	0.15887094888113906	0.18552026933862045	0	0	5.966986794717887	10.977245117600177	TNF
Epithelial cell signaling in Helicobacter pylori infection	1/70	0.16098104828531062	0.18558961617605874	0	0	5.880212954747116	10.740024519792764	EGFR
RIG-I-like receptor signaling pathway	1/70	0.16098104828531062	0.18558961617605874	0	0	5.880212954747116	10.740024519792764	TNF
Inositol phosphate metabolism	1/73	0.1672802691231711	0.19163119437527829	0	0	5.634353741496598	10.074701240888364	PIK3CA
PPAR signaling pathway	1/74	0.16936969182663447	0.19280449195359017	0	0	5.556891249650545	9.867213018330611	PPARG
Pertussis	1/76	0.17353313536390655	0.19620308484597834	0	0	5.408163265306122	9.4717853003048	TNF
Arrhythmogenic right ventricular cardiomyopathy	1/77	0.1756071809118701	0.19620308484597834	0	0	5.336734693877551	9.283280446293812	TCF7L2
Bacterial invasion of epithelial cells	1/77	0.1756071809118701	0.19620308484597834	0	0	5.336734693877551	9.283280446293812	PIK3CA
Huntington disease	2/306	0.17791600164312257	0.19756316746874347	0	0	2.6927083333333335	4.648809448291678	PPARG;TP53
Hypertrophic cardiomyopathy	1/90	0.20211002319239676	0.22306045242575498	0	0	4.55423068103646	7.281955543769811	TNF
Dilated cardiomyopathy	1/96	0.2140587201245348	0.2341436021430272	0	0	4.26530612244898	6.5749903239841245	TNF
Fc gamma R-mediated phagocytosis	1/97	0.2160330472811356	0.2341436021430272	0	0	4.220663265306122	6.46742313757927	PIK3CA
Phosphatidylinositol signaling system	1/97	0.2160330472811356	0.2341436021430272	0	0	4.220663265306122	6.46742313757927	PIK3CA
Inflammatory mediator regulation of TRP channels	1/98	0.21800251374840374	0.23487175588369688	0	0	4.176940879444562	6.362519703204576	PIK3CA
Hematopoietic cell lineage	1/99	0.2199671313012003	0.2355860992042441	0	0	4.134110787172012	6.26018948804807	TNF
Protein digestion and absorption	1/103	0.2277773453985499	0.24251587951257372	0	0	3.971188475390156	5.874923343943355	COL14A1
