Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Choline metabolism in cancer	1/98	0.21800251374840374	0.3101789011509571	0	0	4.176940879444562	6.362519703204576	PRKCA
AGE-RAGE signaling pathway in diabetic complications	1/100	0.22192691156038513	0.3101789011509571	0	0	4.092145949288806	6.1603458876211565	PRKCA
Amoebiasis	1/102	0.2258320069783284	0.3101789011509571	0	0	4.010709234188725	5.967790506031058	PRKCA
Pancreatic secretion	1/102	0.2258320069783284	0.3101789011509571	0	0	4.010709234188725	5.967790506031058	PRKCA
Toll-like receptor signaling pathway	1/104	0.22971789307458146	0.31175999774407487	0	0	3.932435109966317	5.78423168094792	TLR1
Insulin resistance	1/108	0.23743240698267418	0.31727681170167626	0	0	3.7846652679763495	5.441865346754643	SREBF1
HIF-1 signaling pathway	1/109	0.23934917373986106	0.31727681170167626	0	0	3.749433106575964	5.361058744932435	PRKCA
Glutamatergic synapse	1/114	0.24886240785882746	0.32238993745348105	0	0	3.582625970742279	4.982913653406146	PRKCA
Leukocyte transendothelial migration	1/114	0.24886240785882746	0.32238993745348105	0	0	3.582625970742279	4.982913653406146	PRKCA
Sphingolipid signaling pathway	1/119	0.25825901303237825	0.33080367961450696	0	0	3.429955032860602	4.6434466139665425	PRKCA
Thyroid hormone signaling pathway	1/121	0.26198531339212133	0.33184806363002034	0	0	3.372448979591837	4.517283552621874	PRKCA
Natural killer cell mediated cytotoxicity	1/131	0.28034336849839514	0.35119938471227524	0	0	3.111459968602826	3.956968446025251	PRKCA
Apoptosis	1/142	0.30002049698269956	0.3699274950261343	0	0	2.8671298306556667	3.4517504575709377	SPTAN1
Spinocerebellar ataxia	1/143	0.3017829564686885	0.3699274950261343	0	0	2.8467950560505892	3.410594866305226	PRKCA
Phospholipase D signaling pathway	1/148	0.3105302270346101	0.37660048810580377	0	0	2.749271137026239	3.215201203875706	PRKCA
mTOR signaling pathway	1/154	0.32088526962227143	0.37913371140099655	0	0	2.640656262505002	3.0015590720273457	PRKCA
Cushing syndrome	1/155	0.3225962281219006	0.37913371140099655	0	0	2.6233766233766236	2.9679671260643183	POMC
Non-alcoholic fatty liver disease	1/155	0.3225962281219006	0.37913371140099655	0	0	2.6233766233766236	2.9679671260643183	SREBF1
Hepatitis B	1/162	0.3344552195120095	0.38906015330988863	0	0	2.5084294587400175	2.747363087126053	PRKCA
Wnt signaling pathway	1/166	0.34114018472714763	0.39065958126444816	0	0	2.4471243042671613	2.6317886779390967	PRKCA
Hepatocellular carcinoma	1/168	0.34445794624435677	0.39065958126444816	0	0	2.4175730172308443	2.5766088705447237	PRKCA
Tight junction	1/169	0.34611068164657255	0.39065958126444816	0	0	2.4030612244897958	2.5496399471999527	RAPGEF2
Influenza A	1/172	0.35104442503680444	0.39234376915878144	0	0	2.360544217687075	2.4711180018684864	PRKCA
Axon guidance	1/182	0.36722819876446505	0.4064467442635827	0	0	2.2289998872477166	2.2329492942532405	PRKCA
Neutrophil extracellular trap formation	1/189	0.37832081798382067	0.4146978197130342	0	0	2.1452453321754232	2.085205747179162	PRKCA
Chemokine signaling pathway	1/192	0.38301625183987076	0.4158462162832882	0	0	2.111229832247035	2.02610052252205	ARRB2
Pathogenic Escherichia coli infection	1/197	0.3907648554462843	0.42025654264977746	0	0	2.056851311953353	1.9327188803146698	BRK1
Focal adhesion	1/201	0.39689500106482833	0.4221561070175012	0	0	2.0153061224489797	1.8623111638641865	PRKCA
Diabetic cardiomyopathy	1/203	0.3999373645428959	0.4221561070175012	0	0	1.9951505354617094	1.8284503867148747	PRKCA
Regulation of actin cytoskeleton	1/218	0.4222806321196029	0.44165130331774977	0	0	1.8558262014483213	1.5998802666710514	BRK1
Coronavirus disease	1/232	0.4423976147030889	0.45848480069229214	0	0	1.7421150278293136	1.420775326637273	PRKCA
Salmonella infection	1/249	0.4659040445720373	0.4783421679694269	0	0	1.6212969058591178	1.2383069829953701	BRK1
Endocytosis	1/252	0.4699502001103142	0.4783421679694269	0	0	1.6016749329213757	1.2094704650298027	ARRB2
MicroRNAs in cancer	1/310	0.5425251558593591	0.5473262634333358	0	0	1.2972062611452349	0.7932686422257892	PRKCA
PI3K-Akt signaling pathway	1/354	0.5909956578792304	0.5909956578792304	0	0	1.1329710354396716	0.5958822738188654	PRKCA
